"analysis_id","dataset","run_id","ontology","result_type","contrast","comparison","route_category","route_unit","condition","direction","simplified","plot_suffix","used_for_plot","input_gene_file","input_hash","config_file","config_hash","output_table","output_plot","n_genes","n_terms","empty_result","checkpoint_status","created_at"
"clusterProfiler::neuron_neuropil::GSEA_GO::BP::CA2slmsus_CA2slmcon","neuron_neuropil","reconstructed_20260526_142229","BP","GSEA_GO","CA2slmsus_CA2slmcon","CA2slmsus_CA2slmcon","phenotype_within_unit","CA2_slm",NA,NA,FALSE,"_full",TRUE,"S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/02_id_mapping/mapped/neuron_neuropil/forward/per_file/CA2slmsus_CA2slmcon.csv","3c7dc5ca9b8b3719ff6308acf6ea2055","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/config/clusterProfiler_config.yml","03a6a8ecf1b0b097134ba46aef0c360a","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/neuron_neuropil/BP/phenotype_within_unit/CA2_slm/CA2slmsus_CA2slmcon_full.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/figures/04_differential_expression_enrichment/clusterProfiler/neuron_neuropil/phenotype_within_unit/CA2_slm/CA2slmsus_CA2slmcon/GO_BP/GSEA_BP_dotplot_full.svg",NA,3687,FALSE,"reconstructed_from_source_data","2026-05-26 14:22:31 +0200"
"clusterProfiler::neuron_neuropil::GSEA_GO::BP::CA2slmsus_CA2slmres","neuron_neuropil","reconstructed_20260526_142229","BP","GSEA_GO","CA2slmsus_CA2slmres","CA2slmsus_CA2slmres","phenotype_within_unit","CA2_slm",NA,NA,FALSE,"_full",TRUE,"S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/02_id_mapping/mapped/neuron_neuropil/forward/per_file/CA2slmsus_CA2slmres.csv","66a1e3c6f0451082e51a89ab683eeedb","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/config/clusterProfiler_config.yml","03a6a8ecf1b0b097134ba46aef0c360a","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/neuron_neuropil/BP/phenotype_within_unit/CA2_slm/CA2slmsus_CA2slmres_full.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/figures/04_differential_expression_enrichment/clusterProfiler/neuron_neuropil/phenotype_within_unit/CA2_slm/CA2slmsus_CA2slmres/GO_BP/GSEA_BP_dotplot_full.svg",NA,3685,FALSE,"reconstructed_from_source_data","2026-05-26 14:22:31 +0200"
"clusterProfiler::neuron_neuropil::GSEA_GO::BP::CA2sores_CA2socon","neuron_neuropil","reconstructed_20260526_142229","BP","GSEA_GO","CA2sores_CA2socon","CA2sores_CA2socon","phenotype_within_unit","CA2_so",NA,NA,FALSE,"_full",TRUE,"S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/02_id_mapping/mapped/neuron_neuropil/forward/per_file/CA2sores_CA2socon.csv","d9f3bd9ba2859b0557001b47fa698abc","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/config/clusterProfiler_config.yml","03a6a8ecf1b0b097134ba46aef0c360a","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/neuron_neuropil/BP/phenotype_within_unit/CA2_so/CA2sores_CA2socon_full.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/figures/04_differential_expression_enrichment/clusterProfiler/neuron_neuropil/phenotype_within_unit/CA2_so/CA2sores_CA2socon/GO_BP/GSEA_BP_dotplot_full.svg",NA,3690,FALSE,"reconstructed_from_source_data","2026-05-26 14:22:32 +0200"
"clusterProfiler::neuron_neuropil::GSEA_GO::BP::CA2sosus_CA2socon","neuron_neuropil","reconstructed_20260526_142229","BP","GSEA_GO","CA2sosus_CA2socon","CA2sosus_CA2socon","phenotype_within_unit","CA2_so",NA,NA,FALSE,"_full",TRUE,"S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/02_id_mapping/mapped/neuron_neuropil/forward/per_file/CA2sosus_CA2socon.csv","d2bb8e69945b76848a4f2f6024a4e896","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/config/clusterProfiler_config.yml","03a6a8ecf1b0b097134ba46aef0c360a","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/neuron_neuropil/BP/phenotype_within_unit/CA2_so/CA2sosus_CA2socon_full.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/figures/04_differential_expression_enrichment/clusterProfiler/neuron_neuropil/phenotype_within_unit/CA2_so/CA2sosus_CA2socon/GO_BP/GSEA_BP_dotplot_full.svg",NA,3690,FALSE,"reconstructed_from_source_data","2026-05-26 14:22:32 +0200"
"clusterProfiler::neuron_neuropil::GSEA_GO::BP::CA2sosus_CA2sores","neuron_neuropil","reconstructed_20260526_142229","BP","GSEA_GO","CA2sosus_CA2sores","CA2sosus_CA2sores","phenotype_within_unit","CA2_so",NA,NA,FALSE,"_full",TRUE,"S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/02_id_mapping/mapped/neuron_neuropil/forward/per_file/CA2sosus_CA2sores.csv","838ca0c160fd392c7c39279108085d94","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/config/clusterProfiler_config.yml","03a6a8ecf1b0b097134ba46aef0c360a","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/neuron_neuropil/BP/phenotype_within_unit/CA2_so/CA2sosus_CA2sores_full.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/figures/04_differential_expression_enrichment/clusterProfiler/neuron_neuropil/phenotype_within_unit/CA2_so/CA2sosus_CA2sores/GO_BP/GSEA_BP_dotplot_full.svg",NA,3690,FALSE,"reconstructed_from_source_data","2026-05-26 14:22:32 +0200"
"clusterProfiler::neuron_neuropil::GSEA_GO::BP::CA2srres_CA2srcon","neuron_neuropil","reconstructed_20260526_142229","BP","GSEA_GO","CA2srres_CA2srcon","CA2srres_CA2srcon","phenotype_within_unit","CA2_sr",NA,NA,FALSE,"_full",TRUE,"S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/02_id_mapping/mapped/neuron_neuropil/forward/per_file/CA2srres_CA2srcon.csv","5a9258820e480725e134d558e6d75d59","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/config/clusterProfiler_config.yml","03a6a8ecf1b0b097134ba46aef0c360a","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/neuron_neuropil/BP/phenotype_within_unit/CA2_sr/CA2srres_CA2srcon_full.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/figures/04_differential_expression_enrichment/clusterProfiler/neuron_neuropil/phenotype_within_unit/CA2_sr/CA2srres_CA2srcon/GO_BP/GSEA_BP_dotplot_full.svg",NA,3688,FALSE,"reconstructed_from_source_data","2026-05-26 14:22:32 +0200"
"clusterProfiler::neuron_neuropil::GSEA_GO::BP::CA2srsus_CA2srcon","neuron_neuropil","reconstructed_20260526_142229","BP","GSEA_GO","CA2srsus_CA2srcon","CA2srsus_CA2srcon","phenotype_within_unit","CA2_sr",NA,NA,FALSE,"_full",TRUE,"S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/02_id_mapping/mapped/neuron_neuropil/forward/per_file/CA2srsus_CA2srcon.csv","f48f4b2a45a21e8d8d2e22bef46e6db3","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/config/clusterProfiler_config.yml","03a6a8ecf1b0b097134ba46aef0c360a","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/neuron_neuropil/BP/phenotype_within_unit/CA2_sr/CA2srsus_CA2srcon_full.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/figures/04_differential_expression_enrichment/clusterProfiler/neuron_neuropil/phenotype_within_unit/CA2_sr/CA2srsus_CA2srcon/GO_BP/GSEA_BP_dotplot_full.svg",NA,3690,FALSE,"reconstructed_from_source_data","2026-05-26 14:22:32 +0200"
"clusterProfiler::neuron_neuropil::GSEA_GO::BP::CA2srsus_CA2srres","neuron_neuropil","reconstructed_20260526_142229","BP","GSEA_GO","CA2srsus_CA2srres","CA2srsus_CA2srres","phenotype_within_unit","CA2_sr",NA,NA,FALSE,"_full",TRUE,"S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/02_id_mapping/mapped/neuron_neuropil/forward/per_file/CA2srsus_CA2srres.csv","6a610f98f8611cfe95734bc2b623f89c","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/config/clusterProfiler_config.yml","03a6a8ecf1b0b097134ba46aef0c360a","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/neuron_neuropil/BP/phenotype_within_unit/CA2_sr/CA2srsus_CA2srres_full.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/figures/04_differential_expression_enrichment/clusterProfiler/neuron_neuropil/phenotype_within_unit/CA2_sr/CA2srsus_CA2srres/GO_BP/GSEA_BP_dotplot_full.svg",NA,3690,FALSE,"reconstructed_from_source_data","2026-05-26 14:22:32 +0200"
"clusterProfiler::neuron_neuropil::GSEA_GO::BP::CA3sores_CA3socon","neuron_neuropil","reconstructed_20260526_142229","BP","GSEA_GO","CA3sores_CA3socon","CA3sores_CA3socon","phenotype_within_unit","CA3_so",NA,NA,FALSE,"_full",TRUE,"S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/02_id_mapping/mapped/neuron_neuropil/forward/per_file/CA3sores_CA3socon.csv","f949f06f3bd782db133959cb3bd13bcc","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/config/clusterProfiler_config.yml","03a6a8ecf1b0b097134ba46aef0c360a","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/neuron_neuropil/BP/phenotype_within_unit/CA3_so/CA3sores_CA3socon_full.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/figures/04_differential_expression_enrichment/clusterProfiler/neuron_neuropil/phenotype_within_unit/CA3_so/CA3sores_CA3socon/GO_BP/GSEA_BP_dotplot_full.svg",NA,3690,FALSE,"reconstructed_from_source_data","2026-05-26 14:22:32 +0200"
"clusterProfiler::neuron_neuropil::GSEA_GO::BP::CA3sosus_CA3socon","neuron_neuropil","reconstructed_20260526_142229","BP","GSEA_GO","CA3sosus_CA3socon","CA3sosus_CA3socon","phenotype_within_unit","CA3_so",NA,NA,FALSE,"_full",TRUE,"S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/02_id_mapping/mapped/neuron_neuropil/forward/per_file/CA3sosus_CA3socon.csv","af3736c8e854d600da298ee20d55abf0","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/config/clusterProfiler_config.yml","03a6a8ecf1b0b097134ba46aef0c360a","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/neuron_neuropil/BP/phenotype_within_unit/CA3_so/CA3sosus_CA3socon_full.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/figures/04_differential_expression_enrichment/clusterProfiler/neuron_neuropil/phenotype_within_unit/CA3_so/CA3sosus_CA3socon/GO_BP/GSEA_BP_dotplot_full.svg",NA,3690,FALSE,"reconstructed_from_source_data","2026-05-26 14:22:33 +0200"
