"dataset","manifest","field","field_kind","row_key","manifest_row","analysis_status","declared_path","declared_length","active_reader","required_for_runtime","current_declared_status","rebased_path","rebased_length","rebased_status","rebased_exists_physically","rebased_bytes","needs_staging","rationale"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","output_table","runtime_required","CA1microgliares_CA1microgliacon|GSEA_GO|BP",1,"success_with_terms","P://results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/BP/phenotype_within_unit/CA1_microglia/CA1microgliares_CA1microgliacon_full.csv",167,"R/enrichment/enrichment_io.R:611 read_csv_contract | analysis/wgcna/compare_module_enrichment_overlap.R:239 read_leading_edge_set",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/BP/phenotype_within_unit/CA1_microglia/CA1microgliares_CA1microgliacon_full.csv",233,"present",TRUE,1252064,FALSE,"runtime-required and the rebased path is directly usable"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","output_table","runtime_required","CA1microgliares_CA1microgliacon|GSEA_KEGG|KEGG",2,"success_with_terms","P://results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/KEGG/phenotype_within_unit/CA1_microglia/CA1microgliares_CA1microgliacon_KEGG.csv",169,"R/enrichment/enrichment_io.R:611 read_csv_contract | analysis/wgcna/compare_module_enrichment_overlap.R:239 read_leading_edge_set",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/KEGG/phenotype_within_unit/CA1_microglia/CA1microgliares_CA1microgliacon_KEGG.csv",235,"present",TRUE,86278,FALSE,"runtime-required and the rebased path is directly usable"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","output_table","runtime_required","CA1microgliasus_CA1microgliacon|GSEA_GO|BP",3,"success_with_terms","P://results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/BP/phenotype_within_unit/CA1_microglia/CA1microgliasus_CA1microgliacon_full.csv",167,"R/enrichment/enrichment_io.R:611 read_csv_contract | analysis/wgcna/compare_module_enrichment_overlap.R:239 read_leading_edge_set",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/BP/phenotype_within_unit/CA1_microglia/CA1microgliasus_CA1microgliacon_full.csv",233,"present",TRUE,1162552,FALSE,"runtime-required and the rebased path is directly usable"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","output_table","runtime_required","CA1microgliasus_CA1microgliacon|GSEA_KEGG|KEGG",4,"success_with_terms","P://results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/KEGG/phenotype_within_unit/CA1_microglia/CA1microgliasus_CA1microgliacon_KEGG.csv",169,"R/enrichment/enrichment_io.R:611 read_csv_contract | analysis/wgcna/compare_module_enrichment_overlap.R:239 read_leading_edge_set",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/KEGG/phenotype_within_unit/CA1_microglia/CA1microgliasus_CA1microgliacon_KEGG.csv",235,"present",TRUE,82093,FALSE,"runtime-required and the rebased path is directly usable"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","output_table","runtime_required","CA1microgliasus_CA1microgliares|GSEA_GO|BP",5,"success_with_terms","P://results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/BP/phenotype_within_unit/CA1_microglia/CA1microgliasus_CA1microgliares_full.csv",167,"R/enrichment/enrichment_io.R:611 read_csv_contract | analysis/wgcna/compare_module_enrichment_overlap.R:239 read_leading_edge_set",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/BP/phenotype_within_unit/CA1_microglia/CA1microgliasus_CA1microgliares_full.csv",233,"present",TRUE,1230698,FALSE,"runtime-required and the rebased path is directly usable"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","output_table","runtime_required","CA1microgliasus_CA1microgliares|GSEA_KEGG|KEGG",6,"success_with_terms","P://results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/KEGG/phenotype_within_unit/CA1_microglia/CA1microgliasus_CA1microgliares_KEGG.csv",169,"R/enrichment/enrichment_io.R:611 read_csv_contract | analysis/wgcna/compare_module_enrichment_overlap.R:239 read_leading_edge_set",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/KEGG/phenotype_within_unit/CA1_microglia/CA1microgliasus_CA1microgliares_KEGG.csv",235,"present",TRUE,84738,FALSE,"runtime-required and the rebased path is directly usable"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","output_table","runtime_required","CA2microgliares_CA2microgliacon|GSEA_GO|BP",7,"success_with_terms","P://results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/BP/phenotype_within_unit/CA2_microglia/CA2microgliares_CA2microgliacon_full.csv",167,"R/enrichment/enrichment_io.R:611 read_csv_contract | analysis/wgcna/compare_module_enrichment_overlap.R:239 read_leading_edge_set",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/BP/phenotype_within_unit/CA2_microglia/CA2microgliares_CA2microgliacon_full.csv",233,"present",TRUE,1188698,FALSE,"runtime-required and the rebased path is directly usable"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","output_table","runtime_required","CA2microgliares_CA2microgliacon|GSEA_KEGG|KEGG",8,"success_with_terms","P://results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/KEGG/phenotype_within_unit/CA2_microglia/CA2microgliares_CA2microgliacon_KEGG.csv",169,"R/enrichment/enrichment_io.R:611 read_csv_contract | analysis/wgcna/compare_module_enrichment_overlap.R:239 read_leading_edge_set",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/KEGG/phenotype_within_unit/CA2_microglia/CA2microgliares_CA2microgliacon_KEGG.csv",235,"present",TRUE,85310,FALSE,"runtime-required and the rebased path is directly usable"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","output_table","runtime_required","CA2microgliasus_CA2microgliacon|GSEA_GO|BP",9,"success_with_terms","P://results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/BP/phenotype_within_unit/CA2_microglia/CA2microgliasus_CA2microgliacon_full.csv",167,"R/enrichment/enrichment_io.R:611 read_csv_contract | analysis/wgcna/compare_module_enrichment_overlap.R:239 read_leading_edge_set",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/BP/phenotype_within_unit/CA2_microglia/CA2microgliasus_CA2microgliacon_full.csv",233,"present",TRUE,1207325,FALSE,"runtime-required and the rebased path is directly usable"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","output_table","runtime_required","CA2microgliasus_CA2microgliacon|GSEA_KEGG|KEGG",10,"success_with_terms","P://results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/KEGG/phenotype_within_unit/CA2_microglia/CA2microgliasus_CA2microgliacon_KEGG.csv",169,"R/enrichment/enrichment_io.R:611 read_csv_contract | analysis/wgcna/compare_module_enrichment_overlap.R:239 read_leading_edge_set",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/KEGG/phenotype_within_unit/CA2_microglia/CA2microgliasus_CA2microgliacon_KEGG.csv",235,"present",TRUE,86314,FALSE,"runtime-required and the rebased path is directly usable"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","output_table","runtime_required","CA2microgliasus_CA2microgliares|GSEA_GO|BP",11,"success_with_terms","P://results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/BP/phenotype_within_unit/CA2_microglia/CA2microgliasus_CA2microgliares_full.csv",167,"R/enrichment/enrichment_io.R:611 read_csv_contract | analysis/wgcna/compare_module_enrichment_overlap.R:239 read_leading_edge_set",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/BP/phenotype_within_unit/CA2_microglia/CA2microgliasus_CA2microgliares_full.csv",233,"present",TRUE,1263120,FALSE,"runtime-required and the rebased path is directly usable"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","output_table","runtime_required","CA2microgliasus_CA2microgliares|GSEA_KEGG|KEGG",12,"success_with_terms","P://results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/KEGG/phenotype_within_unit/CA2_microglia/CA2microgliasus_CA2microgliares_KEGG.csv",169,"R/enrichment/enrichment_io.R:611 read_csv_contract | analysis/wgcna/compare_module_enrichment_overlap.R:239 read_leading_edge_set",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/KEGG/phenotype_within_unit/CA2_microglia/CA2microgliasus_CA2microgliares_KEGG.csv",235,"present",TRUE,87801,FALSE,"runtime-required and the rebased path is directly usable"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","output_table","runtime_required","CA3microgliares_CA3microgliacon|GSEA_GO|BP",13,"success_with_terms","P://results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/BP/phenotype_within_unit/CA3_microglia/CA3microgliares_CA3microgliacon_full.csv",167,"R/enrichment/enrichment_io.R:611 read_csv_contract | analysis/wgcna/compare_module_enrichment_overlap.R:239 read_leading_edge_set",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/BP/phenotype_within_unit/CA3_microglia/CA3microgliares_CA3microgliacon_full.csv",233,"present",TRUE,1123565,FALSE,"runtime-required and the rebased path is directly usable"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","output_table","runtime_required","CA3microgliares_CA3microgliacon|GSEA_KEGG|KEGG",14,"success_with_terms","P://results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/KEGG/phenotype_within_unit/CA3_microglia/CA3microgliares_CA3microgliacon_KEGG.csv",169,"R/enrichment/enrichment_io.R:611 read_csv_contract | analysis/wgcna/compare_module_enrichment_overlap.R:239 read_leading_edge_set",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/KEGG/phenotype_within_unit/CA3_microglia/CA3microgliares_CA3microgliacon_KEGG.csv",235,"present",TRUE,75391,FALSE,"runtime-required and the rebased path is directly usable"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","output_table","runtime_required","CA3microgliasus_CA3microgliacon|GSEA_GO|BP",15,"success_with_terms","P://results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/BP/phenotype_within_unit/CA3_microglia/CA3microgliasus_CA3microgliacon_full.csv",167,"R/enrichment/enrichment_io.R:611 read_csv_contract | analysis/wgcna/compare_module_enrichment_overlap.R:239 read_leading_edge_set",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/BP/phenotype_within_unit/CA3_microglia/CA3microgliasus_CA3microgliacon_full.csv",233,"present",TRUE,1158398,FALSE,"runtime-required and the rebased path is directly usable"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","output_table","runtime_required","CA3microgliasus_CA3microgliacon|GSEA_KEGG|KEGG",16,"success_with_terms","P://results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/KEGG/phenotype_within_unit/CA3_microglia/CA3microgliasus_CA3microgliacon_KEGG.csv",169,"R/enrichment/enrichment_io.R:611 read_csv_contract | analysis/wgcna/compare_module_enrichment_overlap.R:239 read_leading_edge_set",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/KEGG/phenotype_within_unit/CA3_microglia/CA3microgliasus_CA3microgliacon_KEGG.csv",235,"present",TRUE,80833,FALSE,"runtime-required and the rebased path is directly usable"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","output_table","runtime_required","CA3microgliasus_CA3microgliares|GSEA_GO|BP",17,"success_with_terms","P://results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/BP/phenotype_within_unit/CA3_microglia/CA3microgliasus_CA3microgliares_full.csv",167,"R/enrichment/enrichment_io.R:611 read_csv_contract | analysis/wgcna/compare_module_enrichment_overlap.R:239 read_leading_edge_set",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/BP/phenotype_within_unit/CA3_microglia/CA3microgliasus_CA3microgliares_full.csv",233,"present",TRUE,1201633,FALSE,"runtime-required and the rebased path is directly usable"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","output_table","runtime_required","CA3microgliasus_CA3microgliares|GSEA_KEGG|KEGG",18,"success_with_terms","P://results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/KEGG/phenotype_within_unit/CA3_microglia/CA3microgliasus_CA3microgliares_KEGG.csv",169,"R/enrichment/enrichment_io.R:611 read_csv_contract | analysis/wgcna/compare_module_enrichment_overlap.R:239 read_leading_edge_set",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/KEGG/phenotype_within_unit/CA3_microglia/CA3microgliasus_CA3microgliares_KEGG.csv",235,"present",TRUE,81864,FALSE,"runtime-required and the rebased path is directly usable"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","output_table","runtime_required","DGmicrogliares_DGmicrogliacon|GSEA_GO|BP",19,"success_with_terms","P://results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/BP/phenotype_within_unit/DG_microglia/DGmicrogliares_DGmicrogliacon_full.csv",164,"R/enrichment/enrichment_io.R:611 read_csv_contract | analysis/wgcna/compare_module_enrichment_overlap.R:239 read_leading_edge_set",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/BP/phenotype_within_unit/DG_microglia/DGmicrogliares_DGmicrogliacon_full.csv",230,"present",TRUE,1245130,FALSE,"runtime-required and the rebased path is directly usable"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","output_table","runtime_required","DGmicrogliares_DGmicrogliacon|GSEA_KEGG|KEGG",20,"success_with_terms","P://results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/KEGG/phenotype_within_unit/DG_microglia/DGmicrogliares_DGmicrogliacon_KEGG.csv",166,"R/enrichment/enrichment_io.R:611 read_csv_contract | analysis/wgcna/compare_module_enrichment_overlap.R:239 read_leading_edge_set",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/KEGG/phenotype_within_unit/DG_microglia/DGmicrogliares_DGmicrogliacon_KEGG.csv",232,"present",TRUE,82050,FALSE,"runtime-required and the rebased path is directly usable"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","output_table","runtime_required","DGmicrogliasus_DGmicrogliacon|GSEA_GO|BP",21,"success_with_terms","P://results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/BP/phenotype_within_unit/DG_microglia/DGmicrogliasus_DGmicrogliacon_full.csv",164,"R/enrichment/enrichment_io.R:611 read_csv_contract | analysis/wgcna/compare_module_enrichment_overlap.R:239 read_leading_edge_set",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/BP/phenotype_within_unit/DG_microglia/DGmicrogliasus_DGmicrogliacon_full.csv",230,"present",TRUE,1146644,FALSE,"runtime-required and the rebased path is directly usable"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","output_table","runtime_required","DGmicrogliasus_DGmicrogliacon|GSEA_KEGG|KEGG",22,"success_with_terms","P://results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/KEGG/phenotype_within_unit/DG_microglia/DGmicrogliasus_DGmicrogliacon_KEGG.csv",166,"R/enrichment/enrichment_io.R:611 read_csv_contract | analysis/wgcna/compare_module_enrichment_overlap.R:239 read_leading_edge_set",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/KEGG/phenotype_within_unit/DG_microglia/DGmicrogliasus_DGmicrogliacon_KEGG.csv",232,"present",TRUE,81456,FALSE,"runtime-required and the rebased path is directly usable"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","output_table","runtime_required","DGmicrogliasus_DGmicrogliares|GSEA_GO|BP",23,"success_with_terms","P://results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/BP/phenotype_within_unit/DG_microglia/DGmicrogliasus_DGmicrogliares_full.csv",164,"R/enrichment/enrichment_io.R:611 read_csv_contract | analysis/wgcna/compare_module_enrichment_overlap.R:239 read_leading_edge_set",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/BP/phenotype_within_unit/DG_microglia/DGmicrogliasus_DGmicrogliares_full.csv",230,"present",TRUE,1205859,FALSE,"runtime-required and the rebased path is directly usable"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","output_table","runtime_required","DGmicrogliasus_DGmicrogliares|GSEA_KEGG|KEGG",24,"success_with_terms","P://results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/KEGG/phenotype_within_unit/DG_microglia/DGmicrogliasus_DGmicrogliares_KEGG.csv",166,"R/enrichment/enrichment_io.R:611 read_csv_contract | analysis/wgcna/compare_module_enrichment_overlap.R:239 read_leading_edge_set",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/results/source_data/04_differential_expression_enrichment/clusterProfiler/microglia/KEGG/phenotype_within_unit/DG_microglia/DGmicrogliasus_DGmicrogliares_KEGG.csv",232,"present",TRUE,81806,FALSE,"runtime-required and the rebased path is directly usable"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","collapsed_gene_input_file","runtime_required","CA1microgliares_CA1microgliacon|GSEA_GO|BP",1,"success_with_terms","P://data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA1_microglia/CA1microgliares_CA1microgliacon/protein_group_audits/collapsed_gene_input.csv",196,"R/enrichment/enrichment_io.R:500 read_csv_contract",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA1_microglia/CA1microgliares_CA1microgliacon/protein_group_audits/collapsed_gene_input.csv",262,"path_over_limit",TRUE,1377357,TRUE,"runtime-required, source exists, rebased path crosses the wall: stage"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","collapsed_gene_input_file","runtime_required","CA1microgliares_CA1microgliacon|GSEA_KEGG|KEGG",2,"success_with_terms","P://data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA1_microglia/CA1microgliares_CA1microgliacon/protein_group_audits/collapsed_gene_input.csv",196,"R/enrichment/enrichment_io.R:500 read_csv_contract",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA1_microglia/CA1microgliares_CA1microgliacon/protein_group_audits/collapsed_gene_input.csv",262,"path_over_limit",TRUE,1377357,TRUE,"runtime-required, source exists, rebased path crosses the wall: stage"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","collapsed_gene_input_file","runtime_required","CA1microgliasus_CA1microgliacon|GSEA_GO|BP",3,"success_with_terms","P://data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA1_microglia/CA1microgliasus_CA1microgliacon/protein_group_audits/collapsed_gene_input.csv",196,"R/enrichment/enrichment_io.R:500 read_csv_contract",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA1_microglia/CA1microgliasus_CA1microgliacon/protein_group_audits/collapsed_gene_input.csv",262,"path_over_limit",TRUE,1380377,TRUE,"runtime-required, source exists, rebased path crosses the wall: stage"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","collapsed_gene_input_file","runtime_required","CA1microgliasus_CA1microgliacon|GSEA_KEGG|KEGG",4,"success_with_terms","P://data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA1_microglia/CA1microgliasus_CA1microgliacon/protein_group_audits/collapsed_gene_input.csv",196,"R/enrichment/enrichment_io.R:500 read_csv_contract",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA1_microglia/CA1microgliasus_CA1microgliacon/protein_group_audits/collapsed_gene_input.csv",262,"path_over_limit",TRUE,1380377,TRUE,"runtime-required, source exists, rebased path crosses the wall: stage"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","collapsed_gene_input_file","runtime_required","CA1microgliasus_CA1microgliares|GSEA_GO|BP",5,"success_with_terms","P://data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA1_microglia/CA1microgliasus_CA1microgliares/protein_group_audits/collapsed_gene_input.csv",196,"R/enrichment/enrichment_io.R:500 read_csv_contract",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA1_microglia/CA1microgliasus_CA1microgliares/protein_group_audits/collapsed_gene_input.csv",262,"path_over_limit",TRUE,1382252,TRUE,"runtime-required, source exists, rebased path crosses the wall: stage"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","collapsed_gene_input_file","runtime_required","CA1microgliasus_CA1microgliares|GSEA_KEGG|KEGG",6,"success_with_terms","P://data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA1_microglia/CA1microgliasus_CA1microgliares/protein_group_audits/collapsed_gene_input.csv",196,"R/enrichment/enrichment_io.R:500 read_csv_contract",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA1_microglia/CA1microgliasus_CA1microgliares/protein_group_audits/collapsed_gene_input.csv",262,"path_over_limit",TRUE,1382252,TRUE,"runtime-required, source exists, rebased path crosses the wall: stage"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","collapsed_gene_input_file","runtime_required","CA2microgliares_CA2microgliacon|GSEA_GO|BP",7,"success_with_terms","P://data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA2_microglia/CA2microgliares_CA2microgliacon/protein_group_audits/collapsed_gene_input.csv",196,"R/enrichment/enrichment_io.R:500 read_csv_contract",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA2_microglia/CA2microgliares_CA2microgliacon/protein_group_audits/collapsed_gene_input.csv",262,"path_over_limit",TRUE,1377861,TRUE,"runtime-required, source exists, rebased path crosses the wall: stage"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","collapsed_gene_input_file","runtime_required","CA2microgliares_CA2microgliacon|GSEA_KEGG|KEGG",8,"success_with_terms","P://data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA2_microglia/CA2microgliares_CA2microgliacon/protein_group_audits/collapsed_gene_input.csv",196,"R/enrichment/enrichment_io.R:500 read_csv_contract",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA2_microglia/CA2microgliares_CA2microgliacon/protein_group_audits/collapsed_gene_input.csv",262,"path_over_limit",TRUE,1377861,TRUE,"runtime-required, source exists, rebased path crosses the wall: stage"
"microglia","data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/clusterProfiler_manifest.csv","collapsed_gene_input_file","runtime_required","CA2microgliasus_CA2microgliacon|GSEA_GO|BP",9,"success_with_terms","P://data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA2_microglia/CA2microgliasus_CA2microgliacon/protein_group_audits/collapsed_gene_input.csv",196,"R/enrichment/enrichment_io.R:500 read_csv_contract",TRUE,"declared_root_unmounted","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA2_microglia/CA2microgliasus_CA2microgliacon/protein_group_audits/collapsed_gene_input.csv",262,"path_over_limit",TRUE,1382160,TRUE,"runtime-required, source exists, rebased path crosses the wall: stage"
