"current_path","current_name","role","domain","canonical_entrypoint","functions_defined","canonical_outputs_written","other_outputs_written","callers","tests","historical_name_embedded","proposed_path","proposed_name","rename_needed","rationale"
"analysis/08_integration/05_manuscript_figure3_wgcna_protein_zoom.R","05_manuscript_figure3_wgcna_protein_zoom.R","ANALYSIS_ENTRYPOINT","08_integration",TRUE,6,5,0,8,1,"numeric_prefix+WGCNA","","",NA,""
"analysis/08_integration/06_gsea_wgcna_concordance_diagnostics.R","06_gsea_wgcna_concordance_diagnostics.R","ANALYSIS_ENTRYPOINT","08_integration",TRUE,2,4,0,7,2,"numeric_prefix+WGCNA","","",NA,""
"analysis/08_integration/08_wgcna_candidate_protein_shortlist.R","08_wgcna_candidate_protein_shortlist.R","ANALYSIS_ENTRYPOINT","08_integration",TRUE,17,8,0,7,2,"numeric_prefix+WGCNA","","",NA,""
"analysis/08_integration/09_wgcna_sus_res_network_position.R","09_wgcna_sus_res_network_position.R","ANALYSIS_ENTRYPOINT","08_integration",TRUE,12,7,0,8,1,"numeric_prefix+WGCNA","","",NA,""
"analysis/08_integration/10_prepare_immunostaining_candidate_comparison.R","10_prepare_immunostaining_candidate_comparison.R","ANALYSIS_ENTRYPOINT","08_integration",TRUE,3,4,0,6,0,"numeric_prefix","","",NA,""
"analysis/08_integration/11_screen_immunostaining_candidate_panel.R","11_screen_immunostaining_candidate_panel.R","ANALYSIS_ENTRYPOINT","08_integration",TRUE,4,6,0,6,0,"numeric_prefix","","",NA,""
"analysis/08_integration/12_screen_immunostaining_separation_candidates.R","12_screen_immunostaining_separation_candidates.R","ANALYSIS_ENTRYPOINT","08_integration",TRUE,3,6,0,6,0,"numeric_prefix","","",NA,""
"analysis/09_publication_exports/02_make_sample_metadata.R","02_make_sample_metadata.R","SOURCE_DATA_EXPORTER","09_publication_exports",TRUE,4,0,2,8,0,"numeric_prefix","","",NA,""
"analysis/09_publication_exports/03_export_processed_pg_matrix_package.R","03_export_processed_pg_matrix_package.R","SOURCE_DATA_EXPORTER","09_publication_exports",TRUE,1,0,2,9,2,"numeric_prefix","","",NA,""
"analysis/09_publication_exports/04_make_supplementary_tables.R","04_make_supplementary_tables.R","SOURCE_DATA_EXPORTER","09_publication_exports",TRUE,3,0,1,12,3,"numeric_prefix","","",NA,""
"analysis/09_publication_exports/05_make_pride_manifest.R","05_make_pride_manifest.R","SOURCE_DATA_EXPORTER","09_publication_exports",TRUE,1,0,1,12,2,"numeric_prefix","","",NA,""
"analysis/09_publication_exports/06_make_methods_summary.R","06_make_methods_summary.R","SOURCE_DATA_EXPORTER","09_publication_exports",TRUE,3,0,4,8,0,"numeric_prefix","","",NA,""
"analysis/09_publication_exports/07_make_biological_claims_table.R","07_make_biological_claims_table.R","SOURCE_DATA_EXPORTER","09_publication_exports",TRUE,66,4,0,14,2,"numeric_prefix","","",NA,""
"analysis/09_publication_exports/08_export_manuscript_figures.R","08_export_manuscript_figures.R","SOURCE_DATA_EXPORTER","09_publication_exports",TRUE,1,6,0,13,3,"numeric_prefix","","",NA,""
"analysis/09_publication_exports/09_export_source_data.R","09_export_source_data.R","SOURCE_DATA_EXPORTER","09_publication_exports",TRUE,0,3,0,13,4,"numeric_prefix","","",NA,""
"analysis/09_publication_exports/10_validate_pride_submission.R","10_validate_pride_submission.R","SOURCE_DATA_EXPORTER","09_publication_exports",TRUE,2,0,2,11,2,"numeric_prefix","","",NA,""
"analysis/09_publication_exports/RUN_EXPORT.R","RUN_EXPORT.R","SUPPORT_SCRIPT","09_publication_exports",FALSE,1,0,0,10,1,"","","",NA,""
"audits/integration/07_gsea_wgcna_concordance_correction_audit.R","07_gsea_wgcna_concordance_correction_audit.R","AUDIT","audits",FALSE,3,0,0,3,0,"numeric_prefix+WGCNA","","",NA,""
"audits/migration/generate_prerestructure_freeze.R","generate_prerestructure_freeze.R","AUDIT","audits",FALSE,2,0,0,2,0,"","","",NA,""
"audits/part29/atlas_completeness.R","atlas_completeness.R","AUDIT","audits",FALSE,3,0,0,1,0,"","","",NA,""
"audits/part29/atlas_lineage.R","atlas_lineage.R","AUDIT","audits",FALSE,10,0,0,1,0,"","","",NA,""
"audits/part29/atlas_renderer_scale_audit.R","atlas_renderer_scale_audit.R","AUDIT","audits",FALSE,15,0,0,1,0,"","","",NA,""
"audits/part29/bh_family_and_fgsea_floor_audit.R","bh_family_and_fgsea_floor_audit.R","AUDIT","audits",FALSE,9,0,0,1,0,"","","",NA,""
"audits/part29/camera_feasibility.R","camera_feasibility.R","AUDIT","audits",FALSE,5,0,0,1,0,"","","",NA,""
"audits/part29/camera_sensitivity.R","camera_sensitivity.R","AUDIT","audits",FALSE,0,0,0,2,0,"","","",NA,""
"audits/part29/camera_summaries.R","camera_summaries.R","AUDIT","audits",FALSE,0,0,0,1,0,"","","",NA,""
"audits/part29/canonical_gsea_contract_audit.R","canonical_gsea_contract_audit.R","AUDIT","audits",FALSE,12,0,0,1,0,"","","",NA,""
"audits/part29/coverage_audit_sections_16_17_18.R","coverage_audit_sections_16_17_18.R","AUDIT","audits",FALSE,5,0,0,1,0,"","","",NA,""
"audits/part29/decisions_and_lineage.R","decisions_and_lineage.R","AUDIT","audits",FALSE,5,0,0,1,0,"","","",NA,""
"audits/part29/duplicate_gene_collapse_audit.R","duplicate_gene_collapse_audit.R","AUDIT","audits",FALSE,10,0,0,1,0,"","","",NA,""
"audits/part29/final_atlas_docs.R","final_atlas_docs.R","AUDIT","audits",FALSE,0,0,0,1,0,"final","","",NA,""
"audits/part29/final_atlas_sanity.R","final_atlas_sanity.R","AUDIT","audits",FALSE,1,0,0,1,0,"final","","",NA,""
"audits/part29/gsea_contract_audit.R","gsea_contract_audit.R","AUDIT","audits",FALSE,0,0,0,1,0,"","","",NA,""
"audits/part29/m11_activate.R","m11_activate.R","AUDIT","audits",FALSE,0,0,0,1,0,"","","",NA,""
"audits/part29/registry_and_overlap.R","registry_and_overlap.R","AUDIT","audits",FALSE,5,0,0,1,0,"","","",NA,""
"audits/part29/registry_v3_build.R","registry_v3_build.R","AUDIT","audits",FALSE,2,0,0,1,0,"","","",NA,""
"audits/part29/registry_v3_promote.R","registry_v3_promote.R","AUDIT","audits",FALSE,1,0,0,1,0,"","","",NA,""
"audits/part29/wgcna_registry_final_review.R","wgcna_registry_final_review.R","AUDIT","audits",FALSE,8,0,0,1,0,"final+WGCNA","","",NA,""
"audits/preprocessing/01b_animal_level_mapping_audit.r","01b_animal_level_mapping_audit.r","AUDIT","audits",FALSE,5,0,0,3,0,"numeric_prefix","","",NA,""
"audits/preprocessing/03b_directionality_audit_raw_vs_protigy.r","03b_directionality_audit_raw_vs_protigy.r","AUDIT","audits",FALSE,9,0,0,3,0,"numeric_prefix+protigy","","",NA,""
"audits/program_evidence/01_build_ledger.R","01_build_ledger.R","AUDIT","audits",FALSE,3,0,0,1,0,"numeric_prefix","","",NA,""
"audits/program_evidence/02_omitted_recheck.R","02_omitted_recheck.R","AUDIT","audits",FALSE,2,0,0,1,0,"numeric_prefix","","",NA,""
"audits/program_evidence/03_review_book.R","03_review_book.R","AUDIT","audits",FALSE,0,0,0,1,0,"numeric_prefix","","",NA,""
"audits/program_evidence/04_rules_and_chromatin.R","04_rules_and_chromatin.R","AUDIT","audits",FALSE,3,0,0,1,0,"numeric_prefix","","",NA,""
"audits/publication_hardening/00_checkpoint.R","00_checkpoint.R","AUDIT","audits",FALSE,5,0,0,10,0,"numeric_prefix","","",NA,""
"audits/publication_hardening/01_manuscript_contract.R","01_manuscript_contract.R","AUDIT","audits",FALSE,2,0,0,2,0,"numeric_prefix","","",NA,""
"audits/publication_hardening/02_statistical_audits.R","02_statistical_audits.R","AUDIT","audits",FALSE,7,0,0,3,0,"numeric_prefix","","",NA,""
"audits/publication_hardening/03_statistical_contract_doc.R","03_statistical_contract_doc.R","AUDIT","audits",FALSE,2,0,0,2,0,"numeric_prefix","","",NA,""
"audits/publication_hardening/04_architecture_inventory.R","04_architecture_inventory.R","AUDIT","audits",FALSE,2,0,0,2,0,"numeric_prefix","","",NA,""
"audits/publication_hardening/05_output_and_layer_review.R","05_output_and_layer_review.R","AUDIT","audits",FALSE,1,0,0,1,0,"numeric_prefix","","",NA,""
"audits/publication_hardening/06_target_structure_and_risk.R","06_target_structure_and_risk.R","AUDIT","audits",FALSE,3,0,0,1,0,"numeric_prefix","","",NA,""
"audits/publication_hardening/07_ph002_language_scan.R","07_ph002_language_scan.R","AUDIT","audits",FALSE,1,0,0,1,0,"numeric_prefix","","",NA,""
"audits/publication_hardening/08_ph002_delta_audit.R","08_ph002_delta_audit.R","AUDIT","audits",FALSE,4,0,0,1,0,"numeric_prefix","","",NA,""
"audits/publication_hardening/09_verification_state.R","09_verification_state.R","AUDIT","audits",FALSE,1,0,0,2,0,"numeric_prefix","","",NA,""
"audits/publication_hardening/10_manuscript_provenance.R","10_manuscript_provenance.R","AUDIT","audits",FALSE,4,0,0,1,0,"numeric_prefix","","",NA,""
"audits/publication_hardening/11_manuscript_phase2_contracts.R","11_manuscript_phase2_contracts.R","AUDIT","audits",FALSE,3,0,0,1,0,"numeric_prefix","","",NA,""
"audits/publication_hardening/12_manuscript_phase2_reviews.R","12_manuscript_phase2_reviews.R","AUDIT","audits",FALSE,2,0,0,1,0,"numeric_prefix","","",NA,""
"audits/spatial/spatial_v6_baseline_profile.R","spatial_v6_baseline_profile.R","AUDIT","audits",FALSE,1,0,0,2,0,"","","",NA,""
"audits/verify_scientific_contracts.R","verify_scientific_contracts.R","AUDIT","audits",FALSE,0,0,0,0,0,"","","",NA,""
"audits/wgcna/proteomics_wgcna_downstream_audit.R","proteomics_wgcna_downstream_audit.R","AUDIT","audits",FALSE,11,0,0,6,0,"WGCNA","","",NA,""
"tools/audit_active_scripts.R","audit_active_scripts.R","REPOSITORY_TOOL","tools",FALSE,3,0,0,2,0,"","","",NA,""
"tools/audit_control_spatial_gsea_reproducibility.R","audit_control_spatial_gsea_reproducibility.R","REPOSITORY_TOOL","tools",FALSE,4,0,0,1,0,"","","",NA,""
"tools/audit_cross_repo_boundary.R","audit_cross_repo_boundary.R","REPOSITORY_TOOL","tools",FALSE,1,0,0,1,0,"","","",NA,""
"tools/audit_output_namespaces.R","audit_output_namespaces.R","REPOSITORY_TOOL","tools",FALSE,0,0,0,2,0,"","","",NA,""
"tools/audit_renv_lock.R","audit_renv_lock.R","REPOSITORY_TOOL","tools",FALSE,0,0,0,3,0,"","","",NA,""
"tools/audit_wgcna_support_status.R","audit_wgcna_support_status.R","REPOSITORY_TOOL","tools",FALSE,0,0,0,1,0,"WGCNA","","",NA,""
"tools/build_restructure_migration_map.R","build_restructure_migration_map.R","REPOSITORY_TOOL","tools",FALSE,1,0,0,0,0,"","","",NA,""
"tools/export_publication_source_data.R","export_publication_source_data.R","REPOSITORY_TOOL","tools",FALSE,0,0,0,1,0,"","","",NA,""
"tools/generate_architecture_docs.R","generate_architecture_docs.R","REPOSITORY_TOOL","tools",FALSE,3,0,0,2,0,"","","",NA,""
"tools/generate_pipeline_docs.R","generate_pipeline_docs.R","REPOSITORY_TOOL","tools",FALSE,0,0,0,3,0,"","","",NA,""
"tools/generate_publication_freeze_manifest.R","generate_publication_freeze_manifest.R","REPOSITORY_TOOL","tools",FALSE,1,0,0,4,0,"","","",NA,""
"tools/generate_renv_lockfile.R","generate_renv_lockfile.R","REPOSITORY_TOOL","tools",FALSE,0,0,0,2,0,"","","",NA,""
"tools/reference_data/derive_allen_mouse_ctx_hip_10x_markers.r","derive_allen_mouse_ctx_hip_10x_markers.r","REPOSITORY_TOOL","tools",FALSE,12,0,0,1,0,"","","",NA,""
"tools/validate_publication_freeze.R","validate_publication_freeze.R","REPOSITORY_TOOL","tools",FALSE,0,0,0,3,1,"","","",NA,""
"tools/verify_path_contract_rewrites.R","verify_path_contract_rewrites.R","REPOSITORY_TOOL","tools",FALSE,2,0,0,4,0,"","","",NA,""
"tools/verify_restructure_equivalence.R","verify_restructure_equivalence.R","REPOSITORY_TOOL","tools",FALSE,5,0,0,2,0,"","","",NA,""
