"old_path","new_path","expected_extension","source_of_truth","disambiguated","old_sha256","new_sha256","same_hash","old_bytes","new_bytes","same_size","new_name_chars","renamed"
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_microglia_program_summary_microglia_signatu","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_microglia_program_summary_microglia_sig.csv",".csv","results/tables/04_differential_expression_enrichment/biological_program_summary/microglia/program_summary_microglia_signature_annotated.csv",FALSE,"92f41dcfb9c0a63d9509a8f0b0dee98e305032821cd68730c05a213335fd34f2","92f41dcfb9c0a63d9509a8f0b0dee98e305032821cd68730c05a213335fd34f2",TRUE,120085,120085,TRUE,96,TRUE
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_microglia_program_summary_neuropil_annotate","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_microglia_program_summary_neuropil_anno.csv",".csv","results/tables/04_differential_expression_enrichment/biological_program_summary/microglia/program_summary_neuropil_annotated.csv",FALSE,"cafaa2671299b4da4550d4c97fbe1745d8f837b8a22a6b61c748f80af9b4cf8b","cafaa2671299b4da4550d4c97fbe1745d8f837b8a22a6b61c748f80af9b4cf8b",TRUE,114042,114042,TRUE,96,TRUE
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_neuropil_program_summary_heatmap_rea","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_neuropil_program_summary_heatmap.csv",".csv","results/tables/04_differential_expression_enrichment/biological_program_summary/neuron_neuropil/program_summary_heatmap_ready.csv",FALSE,"726e5df2dce47db012f9a548293a911922c0f5ea784e62939de312be8a644ef4","726e5df2dce47db012f9a548293a911922c0f5ea784e62939de312be8a644ef4",TRUE,266521,266521,TRUE,96,TRUE
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_neuropil_program_summary_integrated_","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_neuropil_program_summary_integra.csv",".csv","results/tables/04_differential_expression_enrichment/biological_program_summary/neuron_neuropil/program_summary_integrated_interpretation.csv",FALSE,"5496297a7e0472c9f94e6e002aeb832cdf237faab6db56f0163816cd98475afa","5496297a7e0472c9f94e6e002aeb832cdf237faab6db56f0163816cd98475afa",TRUE,284787,284787,TRUE,96,TRUE
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_neuropil_program_summary_microglia_s","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_neuropil_program_summary_microgl.csv",".csv","results/tables/04_differential_expression_enrichment/biological_program_summary/neuron_neuropil/program_summary_microglia_signature_annotated.csv",FALSE,"defd907c2574e1b49d063a4231310f8b19d7ccd0f2696442948ae7b90cf3c985","defd907c2574e1b49d063a4231310f8b19d7ccd0f2696442948ae7b90cf3c985",TRUE,247584,247584,TRUE,96,TRUE
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_neuropil_program_summary_neuropil_an","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_neuropil_program_summary_neuropi.csv",".csv","results/tables/04_differential_expression_enrichment/biological_program_summary/neuron_neuropil/program_summary_neuropil_annotated.csv",FALSE,"b1ea3cd3a66a8c6cb29e486e5fe7fc02ec73383959b16c3dfac65093931b9d1d","b1ea3cd3a66a8c6cb29e486e5fe7fc02ec73383959b16c3dfac65093931b9d1d",TRUE,247573,247573,TRUE,96,TRUE
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_empirical_microglia_enriched_si","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_empirical_microglia_enriche.csv",".csv","results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/neuron_soma/empirical_microglia_enriched_signature.csv",FALSE,"dfd79636ea270abeaa5b0f6175148341836c55c6e9b91cc9573fc6318c569e5f","dfd79636ea270abeaa5b0f6175148341836c55c6e9b91cc9573fc6318c569e5f",TRUE,80,80,TRUE,96,TRUE
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_empirical_microglia_signature_d","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_empirical_microglia_signatu.csv",".csv","results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/neuron_soma/empirical_microglia_signature_diagnostics.csv",FALSE,"dfd79636ea270abeaa5b0f6175148341836c55c6e9b91cc9573fc6318c569e5f","dfd79636ea270abeaa5b0f6175148341836c55c6e9b91cc9573fc6318c569e5f",TRUE,80,80,TRUE,96,TRUE
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_empirical_neuropil_shared_signa","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_empirical_neuropil_shared_s.csv",".csv","results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/neuron_soma/empirical_neuropil_shared_signature.csv",FALSE,"dfd79636ea270abeaa5b0f6175148341836c55c6e9b91cc9573fc6318c569e5f","dfd79636ea270abeaa5b0f6175148341836c55c6e9b91cc9573fc6318c569e5f",TRUE,80,80,TRUE,96,TRUE
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_microglia_signature_diagnostics","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_microglia_signature_diagnos.csv",".csv","results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/neuron_soma/microglia_signature_diagnostics.csv",FALSE,"f756ec993262d37c1fa3b2cf6d4e188fadfb4238058eec3b2206665324d3bb5f","f756ec993262d37c1fa3b2cf6d4e188fadfb4238058eec3b2206665324d3bb5f",TRUE,392,392,TRUE,96,TRUE
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_microglia_signature_e__022b1ccc","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_microglia_signatu__022b1ccc.csv",".csv","results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/neuron_soma/microglia_signature_enrichment_summary.csv",FALSE,"dfd79636ea270abeaa5b0f6175148341836c55c6e9b91cc9573fc6318c569e5f","dfd79636ea270abeaa5b0f6175148341836c55c6e9b91cc9573fc6318c569e5f",TRUE,80,80,TRUE,96,TRUE
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_microglia_signature_e__1244aa35","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_microglia_signatu__1244aa35.csv",".csv","results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/neuron_soma/microglia_signature_enrichment_with_neuropil_reference.csv",FALSE,"dfd79636ea270abeaa5b0f6175148341836c55c6e9b91cc9573fc6318c569e5f","dfd79636ea270abeaa5b0f6175148341836c55c6e9b91cc9573fc6318c569e5f",TRUE,80,80,TRUE,96,TRUE
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_microglia_signature_enrichment","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_microglia_signature_enrichm.csv",".csv","results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/neuron_soma/microglia_signature_enrichment.csv",FALSE,"dfd79636ea270abeaa5b0f6175148341836c55c6e9b91cc9573fc6318c569e5f","dfd79636ea270abeaa5b0f6175148341836c55c6e9b91cc9573fc6318c569e5f",TRUE,80,80,TRUE,96,TRUE
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_mixed_microenvironment_signatur","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_mixed_microenvironment_sign.csv",".csv","results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/neuron_soma/mixed_microenvironment_signatures.csv",FALSE,"dfd79636ea270abeaa5b0f6175148341836c55c6e9b91cc9573fc6318c569e5f","dfd79636ea270abeaa5b0f6175148341836c55c6e9b91cc9573fc6318c569e5f",TRUE,80,80,TRUE,96,TRUE
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_program_summary_heatmap_ready.c","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_program_summary_heatmap_rea.csv",".csv","results/tables/04_differential_expression_enrichment/biological_program_summary/neuron_soma/program_summary_heatmap_ready.csv",FALSE,"e755e88d15ba14020acf851ff1ad91c5dc52c944b37458bf1ef8a7522183a41d","e755e88d15ba14020acf851ff1ad91c5dc52c944b37458bf1ef8a7522183a41d",TRUE,106302,106302,TRUE,96,TRUE
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_program_summary_integrated_inte","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_program_summary_integrated_.csv",".csv","results/tables/04_differential_expression_enrichment/biological_program_summary/neuron_soma/program_summary_integrated_interpretation.csv",FALSE,"4f26a38827ce854d8aa54bae01e8b6e93c9da454a70c3e4b13bd8d48f58cddb6","4f26a38827ce854d8aa54bae01e8b6e93c9da454a70c3e4b13bd8d48f58cddb6",TRUE,113684,113684,TRUE,96,TRUE
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_program_summary_microglia_signa","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_program_summary_microglia_s.csv",".csv","results/tables/04_differential_expression_enrichment/biological_program_summary/neuron_soma/program_summary_microglia_signature_annotated.csv",FALSE,"6c90888f11756795d89abd2bcfb61ac1b44eeb60ee6cc37b014f1b9cea83f9db","6c90888f11756795d89abd2bcfb61ac1b44eeb60ee6cc37b014f1b9cea83f9db",TRUE,98711,98711,TRUE,96,TRUE
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_program_summary_neuropil_annota","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_program_summary_neuropil_an.csv",".csv","results/tables/04_differential_expression_enrichment/biological_program_summary/neuron_soma/program_summary_neuropil_annotated.csv",FALSE,"33c13b92e76e1f75df0a799aaeec2537f2c0865e200f0f3f532f05ee9eeb5b31","33c13b92e76e1f75df0a799aaeec2537f2c0865e200f0f3f532f05ee9eeb5b31",TRUE,98700,98700,TRUE,96,TRUE
