"path","name","area","role","classification","registered_in_pipeline","declared_outputs","writes_publication_source_data","code_callers","test_references","listed_as_legacy","human_invoked_entrypoint","documented_in_docs"
"R/qc/empirical_roi_marker_utils.R","empirical_roi_marker_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,4,1,FALSE,FALSE,TRUE
"R/qc/joint_compartment_qc_plotting.R","joint_compartment_qc_plotting.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,3,2,FALSE,FALSE,TRUE
"R/qc/joint_compartment_qc_utils.R","joint_compartment_qc_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,4,1,FALSE,FALSE,TRUE
"R/qc/qc_exploration_utils.R","qc_exploration_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,27,2,FALSE,FALSE,TRUE
"R/spatial/ca2_slm_robustness_utils.R","ca2_slm_robustness_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,4,1,FALSE,FALSE,TRUE
"R/spatial/control_spatial_identity_utils.R","control_spatial_identity_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,7,2,FALSE,FALSE,TRUE
"R/spatial/spatial_atlas_utils.R","spatial_atlas_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,11,1,FALSE,FALSE,TRUE
"R/spatial/spatial_systems_bilateral_utils.R","spatial_systems_bilateral_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,6,1,FALSE,FALSE,TRUE
"R/statistics/evidence_bundle_utils.R","evidence_bundle_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,4,2,FALSE,FALSE,TRUE
"R/statistics/integration_utils.R","integration_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,37,2,FALSE,FALSE,TRUE
"R/statistics/module_semantic_utils.R","module_semantic_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,7,3,FALSE,FALSE,TRUE
"R/statistics/module_stats.R","module_stats.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,6,0,FALSE,FALSE,TRUE
"R/statistics/pride_helpers.R","pride_helpers.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,4,3,FALSE,FALSE,TRUE
"R/statistics/stress_response_biological_audit_utils.R","stress_response_biological_audit_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,2,1,FALSE,FALSE,TRUE
"R/statistics/sus_res_biological_audit_workbook.R","sus_res_biological_audit_workbook.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,2,1,FALSE,FALSE,TRUE
"R/statistics/sus_res_spatial_dap_atlas_utils.R","sus_res_spatial_dap_atlas_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,10,3,FALSE,FALSE,TRUE
"R/statistics/wgcna_candidate_protein_utils.R","wgcna_candidate_protein_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,5,1,FALSE,FALSE,TRUE
"R/statistics/wgcna_claim_readiness_utils.R","wgcna_claim_readiness_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,7,1,FALSE,FALSE,TRUE
"R/statistics/wgcna_downstream_utils.R","wgcna_downstream_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,23,14,FALSE,FALSE,TRUE
"R/statistics/wgcna_go_comparison_utils.R","wgcna_go_comparison_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,2,1,FALSE,FALSE,TRUE
"R/statistics/wgcna_group_effect_consumer_utils.R","wgcna_group_effect_consumer_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,15,3,FALSE,FALSE,TRUE
"R/statistics/wgcna_group_effects_utils.R","wgcna_group_effects_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,4,9,FALSE,FALSE,TRUE
"R/statistics/wgcna_identity_contract_utils.R","wgcna_identity_contract_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,4,5,FALSE,FALSE,TRUE
"R/statistics/wgcna_label_activation_utils.R","wgcna_label_activation_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,3,1,FALSE,FALSE,TRUE
"R/statistics/wgcna_label_adjudication_utils.R","wgcna_label_adjudication_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,3,2,FALSE,FALSE,TRUE
"R/statistics/wgcna_label_coherence_utils.R","wgcna_label_coherence_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,2,1,FALSE,FALSE,TRUE
"R/statistics/wgcna_labeling_utils.R","wgcna_labeling_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,9,2,FALSE,FALSE,TRUE
"R/statistics/wgcna_reviewed_label_registry.R","wgcna_reviewed_label_registry.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,7,2,FALSE,FALSE,TRUE
"R/statistics/wgcna_support_status_utils.R","wgcna_support_status_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,4,1,FALSE,FALSE,TRUE
"R/utilities/export_helpers.R","export_helpers.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,15,7,FALSE,FALSE,TRUE
"R/utilities/output_namespace_utils.R","output_namespace_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,3,1,FALSE,FALSE,TRUE
"R/utilities/pipeline_registry.R","pipeline_registry.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,11,5,FALSE,FALSE,TRUE
"R/utilities/plotting_nature.R","plotting_nature.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,16,4,FALSE,FALSE,TRUE
"R/utilities/renv_lock_audit.R","renv_lock_audit.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,6,1,FALSE,FALSE,TRUE
"R/utilities/schema_validation.R","schema_validation.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,10,4,FALSE,FALSE,TRUE
"R/utilities/script_runtime.R","script_runtime.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,11,0,FALSE,FALSE,TRUE
"R/utilities/validation_utils.R","validation_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,19,4,FALSE,FALSE,TRUE
"R/utilities/xlsx_package_utils.R","xlsx_package_utils.R","R","REUSABLE_LIBRARY","ACTIVE_SUPPORT",FALSE,0,FALSE,8,1,FALSE,FALSE,TRUE
"analysis/spatial_networks/build_differential_networks.R","build_differential_networks.R","spatial_networks","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,3,FALSE,12,1,FALSE,FALSE,TRUE
"analysis/spatial_networks/build_spatial_networks.R","build_spatial_networks.R","spatial_networks","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,1,FALSE,10,4,FALSE,FALSE,TRUE
"analysis/spatial_networks/render_differential_network_figures.R","render_differential_network_figures.R","spatial_networks","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,1,FALSE,12,1,FALSE,FALSE,TRUE
"analysis/spatial_networks/render_network_chord_diagram.R","render_network_chord_diagram.R","spatial_networks","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,1,FALSE,11,1,FALSE,FALSE,TRUE
"analysis/spatial_networks/test_differential_network_stability.R","test_differential_network_stability.R","spatial_networks","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,1,FALSE,12,1,FALSE,FALSE,TRUE
"analysis/spatial_networks/test_network_stability.R","test_network_stability.R","spatial_networks","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,1,FALSE,12,1,FALSE,FALSE,TRUE
"analysis/spatial_validation/annotate_module_celltypes.R","annotate_module_celltypes.R","spatial_validation","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,2,FALSE,10,0,FALSE,TRUE,TRUE
"analysis/spatial_validation/audit_ca2_slm_robustness.R","audit_ca2_slm_robustness.R","spatial_validation","AUDIT","CANONICAL_ENTRYPOINT",TRUE,6,FALSE,11,1,FALSE,TRUE,TRUE
"analysis/spatial_validation/audit_stress_identity_robustness.R","audit_stress_identity_robustness.R","spatial_validation","AUDIT","CANONICAL_ENTRYPOINT",TRUE,7,FALSE,11,1,FALSE,TRUE,TRUE
"analysis/spatial_validation/build_animal_spatial_networks.R","build_animal_spatial_networks.R","spatial_validation","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,7,FALSE,10,1,FALSE,TRUE,TRUE
"analysis/spatial_validation/build_module_spatial_atlas.R","build_module_spatial_atlas.R","spatial_validation","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,10,FALSE,9,1,FALSE,TRUE,TRUE
"analysis/spatial_validation/build_protein_spatial_atlas.R","build_protein_spatial_atlas.R","spatial_validation","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,3,FALSE,11,1,FALSE,TRUE,TRUE
"analysis/spatial_validation/build_spatial_data_contract.R","build_spatial_data_contract.R","spatial_validation","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,3,FALSE,9,0,FALSE,TRUE,TRUE
"analysis/spatial_validation/decompose_bilateral_variance.R","decompose_bilateral_variance.R","spatial_validation","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,2,FALSE,9,0,FALSE,TRUE,TRUE
"analysis/spatial_validation/quantify_bilateral_spatial_identity.R","quantify_bilateral_spatial_identity.R","spatial_validation","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,2,FALSE,11,0,FALSE,TRUE,TRUE
"analysis/spatial_validation/quantify_empirical_compartments.R","quantify_empirical_compartments.R","spatial_validation","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,3,FALSE,10,0,FALSE,TRUE,TRUE
"analysis/spatial_validation/quantify_module_bilateral_identity.R","quantify_module_bilateral_identity.R","spatial_validation","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,3,FALSE,10,0,FALSE,TRUE,TRUE
"analysis/spatial_validation/quantify_neuropil_detection_context.R","quantify_neuropil_detection_context.R","spatial_validation","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,1,FALSE,9,1,FALSE,TRUE,TRUE
"analysis/spatial_validation/quantify_neuropil_precision.R","quantify_neuropil_precision.R","spatial_validation","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,2,FALSE,9,0,FALSE,TRUE,TRUE
"analysis/spatial_validation/summarize_ca2_slm_robustness.R","summarize_ca2_slm_robustness.R","spatial_validation","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,3,FALSE,9,0,FALSE,TRUE,TRUE
"analysis/spatial_validation/summarize_spatial_atlas.R","summarize_spatial_atlas.R","spatial_validation","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,3,FALSE,9,0,FALSE,TRUE,TRUE
"analysis/spatial_validation/test_network_group_organization.R","test_network_group_organization.R","spatial_validation","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,12,FALSE,9,1,FALSE,TRUE,TRUE
"analysis/spatial_validation/validate_network_workbook.R","validate_network_workbook.R","spatial_validation","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,5,FALSE,9,0,FALSE,TRUE,TRUE
"analysis/spatial_validation/validate_spatial_foundations.R","validate_spatial_foundations.R","spatial_validation","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,1,FALSE,9,0,FALSE,TRUE,TRUE
"tools/audit_active_scripts.R","audit_active_scripts.R","tools","REPOSITORY_TOOL","ACTIVE_SUPPORT",FALSE,0,FALSE,4,0,FALSE,FALSE,TRUE
"tools/audit_control_spatial_gsea_reproducibility.R","audit_control_spatial_gsea_reproducibility.R","tools","REPOSITORY_TOOL","ACTIVE_SUPPORT",FALSE,0,FALSE,1,0,FALSE,TRUE,TRUE
"tools/audit_cross_repo_boundary.R","audit_cross_repo_boundary.R","tools","REPOSITORY_TOOL","ACTIVE_SUPPORT",FALSE,0,FALSE,1,0,FALSE,TRUE,TRUE
"tools/audit_output_namespaces.R","audit_output_namespaces.R","tools","REPOSITORY_TOOL","ACTIVE_SUPPORT",FALSE,0,FALSE,2,0,FALSE,TRUE,TRUE
"tools/audit_renv_lock.R","audit_renv_lock.R","tools","REPOSITORY_TOOL","ACTIVE_SUPPORT",FALSE,0,FALSE,3,0,FALSE,TRUE,TRUE
"tools/audit_wgcna_support_status.R","audit_wgcna_support_status.R","tools","REPOSITORY_TOOL","ACTIVE_SUPPORT",FALSE,0,FALSE,1,0,FALSE,TRUE,TRUE
"tools/build_restructure_migration_map.R","build_restructure_migration_map.R","tools","REPOSITORY_TOOL","ACTIVE_SUPPORT",FALSE,0,FALSE,1,0,FALSE,TRUE,TRUE
"tools/export_publication_source_data.R","export_publication_source_data.R","tools","REPOSITORY_TOOL","ACTIVE_SUPPORT",FALSE,0,FALSE,3,0,FALSE,TRUE,TRUE
"tools/generate_active_code_tree.R","generate_active_code_tree.R","tools","REPOSITORY_TOOL","ACTIVE_SUPPORT",FALSE,0,FALSE,1,0,FALSE,TRUE,TRUE
"tools/generate_architecture_docs.R","generate_architecture_docs.R","tools","REPOSITORY_TOOL","ACTIVE_SUPPORT",FALSE,0,FALSE,2,0,FALSE,TRUE,TRUE
"tools/generate_legacy_output_registry.R","generate_legacy_output_registry.R","tools","REPOSITORY_TOOL","ACTIVE_SUPPORT",FALSE,0,FALSE,1,0,FALSE,TRUE,TRUE
"tools/generate_pipeline_docs.R","generate_pipeline_docs.R","tools","REPOSITORY_TOOL","ACTIVE_SUPPORT",FALSE,0,FALSE,3,0,FALSE,TRUE,TRUE
"tools/generate_publication_freeze_manifest.R","generate_publication_freeze_manifest.R","tools","REPOSITORY_TOOL","ACTIVE_SUPPORT",FALSE,0,FALSE,3,0,FALSE,TRUE,TRUE
"tools/generate_renv_lockfile.R","generate_renv_lockfile.R","tools","REPOSITORY_TOOL","ACTIVE_SUPPORT",FALSE,0,FALSE,2,0,FALSE,TRUE,TRUE
"tools/generate_results_ownership.R","generate_results_ownership.R","tools","REPOSITORY_TOOL","ACTIVE_SUPPORT",FALSE,0,FALSE,3,0,FALSE,TRUE,TRUE
"tools/migrate_publication_export_bundle.R","migrate_publication_export_bundle.R","tools","REPOSITORY_TOOL","ACTIVE_SUPPORT",FALSE,0,FALSE,0,0,FALSE,TRUE,FALSE
"tools/normalize_script_headers.R","normalize_script_headers.R","tools","REPOSITORY_TOOL","ACTIVE_SUPPORT",FALSE,0,FALSE,1,0,FALSE,TRUE,TRUE
"tools/reference_data/derive_allen_mouse_ctx_hip_10x_markers.r","derive_allen_mouse_ctx_hip_10x_markers.r","tools","REPOSITORY_TOOL","ACTIVE_SUPPORT",FALSE,0,FALSE,1,0,FALSE,TRUE,TRUE
"tools/validate_publication_freeze.R","validate_publication_freeze.R","tools","REPOSITORY_TOOL","ACTIVE_SUPPORT",FALSE,0,FALSE,3,1,FALSE,TRUE,TRUE
"tools/verify_path_contract_rewrites.R","verify_path_contract_rewrites.R","tools","REPOSITORY_TOOL","ACTIVE_SUPPORT",FALSE,0,FALSE,3,0,FALSE,TRUE,TRUE
"tools/verify_restructure_equivalence.R","verify_restructure_equivalence.R","tools","REPOSITORY_TOOL","ACTIVE_SUPPORT",FALSE,0,FALSE,2,0,FALSE,TRUE,TRUE
"analysis/wgcna/adjudicate_module_labels.R","adjudicate_module_labels.R","wgcna","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,7,FALSE,12,2,FALSE,TRUE,TRUE
"analysis/wgcna/annotate_module_microenvironment.R","annotate_module_microenvironment.R","wgcna","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,3,FALSE,18,6,FALSE,TRUE,TRUE
"analysis/wgcna/audit_microglia_module_claims.R","audit_microglia_module_claims.R","wgcna","AUDIT","CANONICAL_ENTRYPOINT",TRUE,3,FALSE,11,5,FALSE,TRUE,TRUE
"analysis/wgcna/audit_module_claim_readiness.R","audit_module_claim_readiness.R","wgcna","SOURCE_DATA_EXPORTER","CANONICAL_ENTRYPOINT",TRUE,2,TRUE,13,3,FALSE,TRUE,TRUE
"analysis/wgcna/audit_module_label_coherence.R","audit_module_label_coherence.R","wgcna","AUDIT","CANONICAL_ENTRYPOINT",TRUE,5,FALSE,11,2,FALSE,TRUE,TRUE
"analysis/wgcna/audit_module_robustness.R","audit_module_robustness.R","wgcna","SOURCE_DATA_EXPORTER","CANONICAL_ENTRYPOINT",TRUE,3,TRUE,10,3,FALSE,TRUE,TRUE
"analysis/wgcna/build_curated_overlap_programs.R","build_curated_overlap_programs.R","wgcna","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,1,FALSE,12,1,FALSE,FALSE,TRUE
"analysis/wgcna/build_module_identity_contract.R","build_module_identity_contract.R","wgcna","SOURCE_DATA_EXPORTER","CANONICAL_ENTRYPOINT",TRUE,4,TRUE,14,2,FALSE,FALSE,TRUE
"analysis/wgcna/build_module_label_registry.R","build_module_label_registry.R","wgcna","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,5,FALSE,9,2,FALSE,TRUE,TRUE
"analysis/wgcna/build_module_spatial_networks.R","build_module_spatial_networks.R","wgcna","SUPPORT_SCRIPT","ACTIVE_SUPPORT",FALSE,0,FALSE,6,0,TRUE,FALSE,TRUE
"analysis/wgcna/build_wgcna_modules.R","build_wgcna_modules.R","wgcna","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,7,FALSE,23,8,FALSE,FALSE,TRUE
"analysis/wgcna/compare_module_enrichment_overlap.R","compare_module_enrichment_overlap.R","wgcna","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,1,FALSE,14,1,FALSE,TRUE,TRUE
"analysis/wgcna/compare_recurrent_module_proteins.R","compare_recurrent_module_proteins.R","wgcna","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,1,FALSE,9,1,FALSE,FALSE,TRUE
"analysis/wgcna/render_microglia_independence_figures.R","render_microglia_independence_figures.R","wgcna","SOURCE_DATA_EXPORTER","CANONICAL_ENTRYPOINT",TRUE,2,TRUE,9,1,FALSE,TRUE,TRUE
"analysis/wgcna/render_microglia_module_figures.R","render_microglia_module_figures.R","wgcna","SOURCE_DATA_EXPORTER","CANONICAL_ENTRYPOINT",TRUE,24,TRUE,11,2,FALSE,TRUE,TRUE
"analysis/wgcna/render_module_figures.R","render_module_figures.R","wgcna","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,7,FALSE,12,4,FALSE,TRUE,TRUE
"analysis/wgcna/render_module_go_heatmaps.R","render_module_go_heatmaps.R","wgcna","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,2,FALSE,11,2,FALSE,TRUE,TRUE
"analysis/wgcna/score_module_activity.R","score_module_activity.R","wgcna","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,2,FALSE,20,6,FALSE,TRUE,TRUE
"analysis/wgcna/summarize_microglia_module_claims.R","summarize_microglia_module_claims.R","wgcna","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,1,FALSE,11,1,FALSE,TRUE,TRUE
"analysis/wgcna/summarize_microglia_roi_specificity.R","summarize_microglia_roi_specificity.R","wgcna","SOURCE_DATA_EXPORTER","CANONICAL_ENTRYPOINT",TRUE,6,TRUE,9,1,FALSE,TRUE,TRUE
"analysis/wgcna/summarize_module_complex_architecture.R","summarize_module_complex_architecture.R","wgcna","SOURCE_DATA_EXPORTER","CANONICAL_ENTRYPOINT",TRUE,3,TRUE,10,2,FALSE,TRUE,TRUE
"analysis/wgcna/summarize_module_interpretation.R","summarize_module_interpretation.R","wgcna","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,4,FALSE,20,5,FALSE,TRUE,TRUE
"analysis/wgcna/summarize_module_scores.R","summarize_module_scores.R","wgcna","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,7,FALSE,12,3,FALSE,TRUE,TRUE
"analysis/wgcna/test_microglia_neuropil_independence.R","test_microglia_neuropil_independence.R","wgcna","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,5,FALSE,14,4,FALSE,TRUE,TRUE
"analysis/wgcna/test_module_phenotypes.R","test_module_phenotypes.R","wgcna","ANALYSIS_ENTRYPOINT","CANONICAL_ENTRYPOINT",TRUE,19,FALSE,17,9,FALSE,TRUE,TRUE
