"file","line","fn","universe","rng_class","explicit_seed_arg","seed_arg_value","preceding_seed_call_in_file","seed_calls_in_file","call_text","publication_facing","writes_results"
"tests/testthat/test-spatial-cell-atlas.R",47,"rnorm","tests","statistical_draw",FALSE,NA,45,2,"rnorm(sample(3:12, 1))",FALSE,FALSE
"tests/testthat/test-spatial-cell-atlas.R",47,"sample","tests","statistical_draw",FALSE,NA,45,2,"sample(3:12, 1)",FALSE,FALSE
"tests/testthat/test-spatial-cell-atlas.R",80,"set.seed","tests","seed_control",FALSE,NA,80,2,"set.seed(11)",FALSE,FALSE
"tests/testthat/test-spatial-cell-atlas.R",82,"rnorm","tests","statistical_draw",FALSE,NA,80,2,"rnorm(sample(3:12, 1))",FALSE,FALSE
"tests/testthat/test-spatial-cell-atlas.R",82,"sample","tests","statistical_draw",FALSE,NA,80,2,"sample(3:12, 1)",FALSE,FALSE
"tests/testthat/test-spatial-systems-foundations.R",188,"set.seed","tests","seed_control",FALSE,NA,188,3,"set.seed(4)",FALSE,FALSE
"tests/testthat/test-spatial-systems-foundations.R",190,"rnorm","tests","statistical_draw",FALSE,NA,188,3,"rnorm(200)",FALSE,FALSE
"tests/testthat/test-spatial-systems-foundations.R",190,"rnorm","tests","statistical_draw",FALSE,NA,188,3,"rnorm(200, sd = 0.1)",FALSE,FALSE
"tests/testthat/test-spatial-systems-foundations.R",203,"sample","tests","statistical_draw",FALSE,NA,188,3,"sample(ids, 25)",FALSE,FALSE
"tests/testthat/test-spatial-systems-foundations.R",241,"set.seed","tests","seed_control",FALSE,NA,241,3,"set.seed(7)",FALSE,FALSE
"tests/testthat/test-spatial-systems-foundations.R",244,"rnorm","tests","statistical_draw",FALSE,NA,241,3,"rnorm(9, sd = 1.5)",FALSE,FALSE
"tests/testthat/test-spatial-systems-foundations.R",245,"rnorm","tests","statistical_draw",FALSE,NA,241,3,"rnorm(4, sd = 0.8)",FALSE,FALSE
"tests/testthat/test-spatial-systems-foundations.R",246,"rnorm","tests","statistical_draw",FALSE,NA,241,3,"rnorm(36, sd = 0.4)",FALSE,FALSE
"tests/testthat/test-spatial-systems-foundations.R",250,"rnorm","tests","statistical_draw",FALSE,NA,241,3,"rnorm(nrow(e), sd = 0.3)",FALSE,FALSE
"tests/testthat/test-spatial-systems-foundations.R",305,"set.seed","tests","seed_control",FALSE,NA,305,3,"set.seed(99)",FALSE,FALSE
"tests/testthat/test-spatial-systems-foundations.R",309,"runif","tests","statistical_draw",FALSE,NA,305,3,"runif(20)",FALSE,FALSE
"tests/testthat/test-spatial-systems-foundations.R",314,"runif","tests","statistical_draw",FALSE,NA,305,3,"runif(40)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",188,"set.seed","tests","seed_control",FALSE,NA,188,15,"set.seed(7)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",189,"rnorm","tests","statistical_draw",FALSE,NA,188,15,"rnorm(30 * 40)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",192,"set.seed","tests","seed_control",FALSE,NA,192,15,"set.seed(s)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",194,"pickSoftThreshold","tests","statistical_library",FALSE,NA,192,15,"pickSoftThreshold( X, networkType = ""signed"", powerVector = c(4, 6), verbose = 0)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",208,"runif","tests","statistical_draw",FALSE,NA,192,15,"runif(3)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",209,"set.seed","tests","seed_control",FALSE,NA,209,15,"set.seed(11)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",210,"set.seed","tests","seed_control",FALSE,NA,210,15,"set.seed(99)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",214,"set.seed","tests","seed_control",FALSE,NA,214,15,"set.seed(11)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",218,"set.seed","tests","seed_control",FALSE,NA,218,15,"set.seed(4242)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",223,"RNGkind","tests","seed_control",FALSE,NA,223,15,"RNGkind()",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",225,"RNGkind","tests","seed_control",FALSE,NA,225,15,"RNGkind()",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",231,"set.seed","tests","seed_control",FALSE,NA,231,15,"set.seed(3)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",232,"rnorm","tests","statistical_draw",FALSE,NA,231,15,"rnorm(200)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",235,"set.seed","tests","seed_control",FALSE,NA,235,15,"set.seed(s)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",239,"fgseaSimple","tests","statistical_library",FALSE,NA,235,15,"fgseaSimple( pathways = pw, stats = stats_v, minSize = 3, maxSize = 500, nperm = 200, nproc = 1)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",256,"set.seed","tests","seed_control",FALSE,NA,256,15,"set.seed(4242)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",259,"sample","tests","statistical_draw",FALSE,NA,256,15,"sample(seq_along(terms), 80L)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",261,"runif","tests","statistical_draw",FALSE,NA,256,15,"runif(80L)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",262,"runif","tests","statistical_draw",FALSE,NA,256,15,"runif(80L, 1e-4, 0.049)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",263,"runif","tests","statistical_draw",FALSE,NA,256,15,"runif(80L, 0.06, 0.9)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",273,"slice_sample","tests","statistical_draw",FALSE,NA,256,15,"slice_sample(prop = 1, replace = TRUE)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",289,"set.seed","tests","seed_control",FALSE,NA,289,15,"set.seed(1)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",290,"set.seed","tests","seed_control",FALSE,NA,290,15,"set.seed(999)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",303,"set.seed","tests","seed_control",FALSE,NA,303,15,"set.seed(7)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",307,"runif","tests","statistical_draw",FALSE,NA,303,15,"runif(100L)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",309,"set.seed","tests","seed_control",FALSE,NA,309,15,"set.seed(s)",FALSE,FALSE
"tests/testthat/test-statistical-rng-audit.R",312,"slice_sample","tests","statistical_draw",FALSE,NA,309,15,"slice_sample(prop = 1, replace = TRUE)",FALSE,FALSE
"tests/testthat/test-wgcna-candidate-protein-shortlist.R",31,"set.seed","tests","seed_control",FALSE,NA,31,1,"set.seed(42)",FALSE,FALSE
"tests/testthat/test-wgcna-network-position-and-label-coherence.R",44,"set.seed","tests","seed_control",FALSE,NA,44,3,"set.seed(1)",FALSE,FALSE
"tests/testthat/test-wgcna-network-position-and-label-coherence.R",111,"set.seed","tests","seed_control",FALSE,NA,111,3,"set.seed(99)",FALSE,FALSE
"tests/testthat/test-wgcna-network-position-and-label-coherence.R",111,"runif","tests","statistical_draw",FALSE,NA,111,3,"runif(3)",FALSE,FALSE
"tests/testthat/test-wgcna-network-position-and-label-coherence.R",112,"set.seed","tests","seed_control",FALSE,NA,112,3,"set.seed(99)",FALSE,FALSE
"tests/testthat/test-wgcna-network-position-and-label-coherence.R",112,"runif","tests","statistical_draw",FALSE,NA,112,3,"runif(3)",FALSE,FALSE
"tests/testthat/test-wgcna-wave1a-semantic-handoff.R",143,"sample","tests","statistical_draw",FALSE,NA,NA,0,"sample(c(""SUS - RES"", ""RES - CON""))",FALSE,FALSE
