"file","line","fn","universe","rng_class","explicit_seed_arg","seed_arg_value","preceding_seed_call_in_file","seed_calls_in_file","call_text","publication_facing","writes_results"
"archive/deprecated/clusterProfiler_newest_Sep16.r",2922,"gseKEGG","archive","statistical_library",FALSE,NA,NA,0,"gseKEGG( geneList = kegg_gene_list, organism = ""mmu"", minGSSize = 10, maxGSSize = 800, pvalueCutoff = 1, pAdjustMethod = ""BH"", keyType = ""ncbi-geneid"" )",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",3122,"gseGO","archive","statistical_library",FALSE,NA,NA,0,"gseGO( geneList = sort(m_gene_list, decreasing = TRUE), ont = ont, keyType = ""UNIPROT"", minGSSize = 5, maxGSSize = 800, pvalueCutoff = 1, by = ""fgsea"", nPermSimple = 10000, eps = 0, verbose = FALSE, O",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",3518,"gseGO","archive","statistical_library",FALSE,NA,NA,0,"gseGO( geneList = gene_list, ont = ont, keyType = ""UNIPROT"", minGSSize = 10, maxGSSize = 800, pvalueCutoff = 1, by = ""fgsea"", nPermSimple = 10000, eps = 0, verbose = TRUE, OrgDb = organism, pAdjustMet",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",3617,"gseKEGG","archive","statistical_library",FALSE,NA,NA,0,"gseKEGG( geneList = kegg_gene_list, organism = ""mmu"", minGSSize = 10, maxGSSize = 800, pvalueCutoff = 1, pAdjustMethod = ""BH"", keyType = ""ncbi-geneid"" )",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",3817,"gseGO","archive","statistical_library",FALSE,NA,NA,0,"gseGO( geneList = m_gene_list, ont = ont, keyType = ""UNIPROT"", minGSSize = 5, maxGSSize = 800, pvalueCutoff = 1, by = ""fgsea"", nPermSimple = 10000, eps = 0, verbose = FALSE, OrgDb = organism, pAdjustM",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",4216,"gseGO","archive","statistical_library",FALSE,NA,NA,0,"gseGO( geneList = gene_list, ont = ont, keyType = ""UNIPROT"", minGSSize = 10, maxGSSize = 800, pvalueCutoff = 1, by = ""fgsea"", nPermSimple = 10000, eps = 0, verbose = TRUE, OrgDb = organism, pAdjustMet",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",4315,"gseKEGG","archive","statistical_library",FALSE,NA,NA,0,"gseKEGG( geneList = kegg_gene_list, organism = ""mmu"", minGSSize = 10, maxGSSize = 800, pvalueCutoff = 1, pAdjustMethod = ""BH"", keyType = ""ncbi-geneid"" )",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",4523,"gseGO","archive","statistical_library",FALSE,NA,NA,0,"gseGO( geneList = m_gene_list, ont = ont, keyType = ""UNIPROT"", minGSSize = 5, maxGSSize = 800, pvalueCutoff = 1, by = ""fgsea"", nPermSimple = 10000, eps = 0, verbose = FALSE, OrgDb = organism, pAdjustM",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",4918,"gseGO","archive","statistical_library",FALSE,NA,NA,0,"gseGO( geneList = gene_list, ont = ont, keyType = ""UNIPROT"", minGSSize = 10, maxGSSize = 800, pvalueCutoff = 1, by = ""fgsea"", nPermSimple = 10000, eps = 0, verbose = TRUE, OrgDb = organism, pAdjustMet",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",5054,"gseKEGG","archive","statistical_library",FALSE,NA,NA,0,"gseKEGG( geneList = kegg_gene_list, organism = ""mmu"", minGSSize = 10, maxGSSize = 800, pvalueCutoff = 1, pAdjustMethod = ""BH"", keyType = ""ncbi-geneid"" )",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",5270,"gseGO","archive","statistical_library",FALSE,NA,NA,0,"gseGO( geneList = m_gene_list, ont = ont, keyType = ""UNIPROT"", minGSSize = 5, maxGSSize = 800, pvalueCutoff = 1, by = ""fgsea"", nPermSimple = 10000, eps = 0, verbose = FALSE, OrgDb = organism, pAdjustM",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",5744,"gseGO","archive","statistical_library",FALSE,NA,NA,0,"gseGO( geneList = gene_list, ont = ont, keyType = ""UNIPROT"", minGSSize = 10, maxGSSize = 800, pvalueCutoff = 1, by = ""fgsea"", nPermSimple = 10000, eps = 0, verbose = TRUE, OrgDb = organism, pAdjustMet",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",5861,"gsePathway","archive","statistical_library",FALSE,NA,NA,0,"gsePathway(geneList = re_gene_list, organism = ""mouse"", minGSSize = 10, maxGSSize = 800, pvalueCutoff = 1, pAdjustMethod = ""BH"", eps = 0, nPermSimple = 10000)",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",5918,"gseKEGG","archive","statistical_library",FALSE,NA,NA,0,"gseKEGG( geneList = kegg_gene_list, organism = ""mmu"", minGSSize = 10, maxGSSize = 800, pvalueCutoff = 1, pAdjustMethod = ""BH"", keyType = ""ncbi-geneid"" )",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",6111,"gseGO","archive","statistical_library",FALSE,NA,NA,0,"gseGO( geneList = m_gene_list, ont = ont, keyType = ""UNIPROT"", minGSSize = 5, maxGSSize = 800, pvalueCutoff = 1, by = ""fgsea"", nPermSimple = 10000, eps = 0, verbose = FALSE, OrgDb = organism, pAdjustM",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",6592,"gseGO","archive","statistical_library",FALSE,NA,NA,0,"gseGO( geneList = gene_list, ont = ont, keyType = ""UNIPROT"", minGSSize = 10, maxGSSize = 800, pvalueCutoff = 1, by = ""fgsea"", nPermSimple = 10000, eps = 0, verbose = TRUE, OrgDb = organism, pAdjustMet",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",6701,"gseKEGG","archive","statistical_library",FALSE,NA,NA,0,"gseKEGG( geneList = kegg_gene_list, organism = ""mmu"", minGSSize = 10, maxGSSize = 800, pvalueCutoff = 1, pAdjustMethod = ""BH"", keyType = ""ncbi-geneid"" )",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",6893,"gseGO","archive","statistical_library",FALSE,NA,NA,0,"gseGO( geneList = m_gene_list, ont = ont, keyType = ""UNIPROT"", minGSSize = 5, maxGSSize = 800, pvalueCutoff = 1, by = ""fgsea"", nPermSimple = 10000, eps = 0, verbose = FALSE, OrgDb = organism, pAdjustM",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",7417,"gseGO","archive","statistical_library",FALSE,NA,NA,0,"gseGO( geneList = gene_list, ont = ont, keyType = ""UNIPROT"", minGSSize = 10, maxGSSize = 800, pvalueCutoff = 1, by = ""fgsea"", nPermSimple = 10000, eps = 0, verbose = TRUE, OrgDb = organism, pAdjustMet",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",7540,"gseKEGG","archive","statistical_library",FALSE,NA,NA,0,"gseKEGG( geneList = kegg_gene_list, organism = ""mmu"", minGSSize = 10, maxGSSize = 800, pvalueCutoff = 1, pAdjustMethod = ""BH"", keyType = ""ncbi-geneid"" )",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",7624,"gsePathway","archive","statistical_library",FALSE,NA,NA,0,"gsePathway( geneList = re_gene_list, organism = ""mouse"", minGSSize = 10, maxGSSize = 800, pvalueCutoff = 1, pAdjustMethod = ""BH"", eps = 0, nPermSimple = 10000 )",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",7804,"gseGO","archive","statistical_library",FALSE,NA,NA,0,"gseGO( geneList = m_gene_list, ont = ont, keyType = ""UNIPROT"", minGSSize = 5, maxGSSize = 800, pvalueCutoff = 1, by = ""fgsea"", nPermSimple = 10000, eps = 0, verbose = FALSE, OrgDb = organism, pAdjustM",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",8457,"gseGO","archive","statistical_library",FALSE,NA,NA,0,"gseGO( geneList = gene_list, ont = ont, keyType = ""UNIPROT"", minGSSize = 10, maxGSSize = 800, pvalueCutoff = 1, by = ""fgsea"", nPermSimple = 10000, eps = 0, verbose = TRUE, OrgDb = organism, pAdjustMet",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",8587,"gseKEGG","archive","statistical_library",FALSE,NA,NA,0,"gseKEGG( geneList = kegg_gene_list, organism = ""mmu"", minGSSize = 10, maxGSSize = 800, pvalueCutoff = 1, pAdjustMethod = ""BH"", keyType = ""ncbi-geneid"" )",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",8676,"gsePathway","archive","statistical_library",FALSE,NA,NA,0,"gsePathway( geneList = re_gene_list, organism = ""mouse"", minGSSize = 10, maxGSSize = 800, pvalueCutoff = 1, pAdjustMethod = ""BH"", eps = 0, nPermSimple = 10000 )",FALSE,FALSE
"archive/deprecated/clusterProfiler_newest_Sep16.r",8871,"gseGO","archive","statistical_library",FALSE,NA,NA,0,"gseGO( geneList = m_gene_list, ont = ont, keyType = ""UNIPROT"", minGSSize = 5, maxGSSize = 800, pvalueCutoff = 1, by = ""fgsea"", nPermSimple = 10000, eps = 0, verbose = FALSE, OrgDb = organism, pAdjustM",FALSE,FALSE
"archive/deprecated/compareGO_v2.r",1005,"geom_text_repel","archive","rendering",FALSE,NA,NA,0,"geom_text_repel( data = subset(volcano_df, padj < 0.05), aes(label = Gene_Name), size = 4, max.overlaps = Inf, show.legend = FALSE )",FALSE,FALSE
"archive/exploratory/clusterProfiler_test.r",51,"gseGO","archive","statistical_library",FALSE,NA,NA,0,"gseGO( geneList = gene_list, ont = ""ALL"", keyType = ""SYMBOL"", nPerm = 10000, minGSSize = 3, maxGSSize = 800, pvalueCutoff = 0.05, verbose = TRUE, OrgDb = organism, pAdjustMethod = ""none"" )",FALSE,FALSE
"archive/exploratory/clusterProfiler_test.r",92,"gseKEGG","archive","statistical_library",FALSE,NA,NA,0,"gseKEGG( geneList = kegg_gene_list, organism = kegg_organism, nPerm = 10000, minGSSize = 3, maxGSSize = 800, pvalueCutoff = 0.05, pAdjustMethod = ""none"", keyType = ""uniprot"" )",FALSE,FALSE
"archive/exploratory/clusterProfiler_v0.0.1.r",73,"gseKEGG","archive","statistical_library",FALSE,NA,NA,0,"gseKEGG( geneList = gene_list, organism = kegg_organism, nPerm = 10000, minGSSize = 3, maxGSSize = 800, pvalueCutoff = 0.05, pAdjustMethod = ""none"" )",FALSE,FALSE
"archive/exploratory/clusterProfiler_v3.r",88,"gseGO","archive","statistical_library",FALSE,NA,NA,0,"gseGO( geneList = gene_list, ont = ""BP"", keyType = ""UNIPROT"", minGSSize = 3, maxGSSize = 800, pvalueCutoff = 1, verbose = TRUE, OrgDb = organism, pAdjustMethod = ""BH"" )",FALSE,FALSE
"archive/exploratory/clusterProfiler_v3.r",115,"gseKEGG","archive","statistical_library",FALSE,NA,NA,0,"gseKEGG( geneList = kegg_gene_list, organism = ""mmu"", minGSSize = 3, maxGSSize = 800, pvalueCutoff = 1, pAdjustMethod = ""BH"", keyType = ""ncbi-geneid"" )",FALSE,FALSE
"archive/exploratory/clusterProfiler_v3_test.r",89,"gseGO","archive","statistical_library",FALSE,NA,NA,0,"gseGO( geneList = gene_list, ont = ont, keyType = ""UNIPROT"", minGSSize = 3, maxGSSize = 800, pvalueCutoff = 1, verbose = TRUE, OrgDb = organism, pAdjustMethod = ""BH"" )",FALSE,FALSE
"archive/exploratory/clusterProfiler_v3_test.r",116,"gseKEGG","archive","statistical_library",FALSE,NA,NA,0,"gseKEGG( geneList = kegg_gene_list, organism = ""mmu"", minGSSize = 3, maxGSSize = 800, pvalueCutoff = 1, pAdjustMethod = ""BH"", keyType = ""ncbi-geneid"" )",FALSE,FALSE
"archive/exploratory/clusterProfiler_v3_test_2.r",89,"gseGO","archive","statistical_library",FALSE,NA,NA,0,"gseGO( geneList = gene_list, ont = ont, keyType = ""UNIPROT"", minGSSize = 3, maxGSSize = 800, pvalueCutoff = 1, verbose = TRUE, OrgDb = organism, pAdjustMethod = ""BH"" )",FALSE,FALSE
"archive/exploratory/clusterProfiler_v3_test_2.r",116,"gseKEGG","archive","statistical_library",FALSE,NA,NA,0,"gseKEGG( geneList = kegg_gene_list, organism = ""mmu"", minGSSize = 3, maxGSSize = 800, pvalueCutoff = 1, pAdjustMethod = ""BH"", keyType = ""ncbi-geneid"" )",FALSE,FALSE
"archive/exploratory/clusterProfilerBatch.r",189,"gseGO","archive","statistical_library",FALSE,NA,NA,0,"gseGO( geneList = gene_list, ont = ont, keyType = ""UNIPROT"", minGSSize = 3, maxGSSize = 800, pvalueCutoff = 1, verbose = TRUE, OrgDb = organism, pAdjustMethod = ""BH"" )",FALSE,FALSE
"archive/exploratory/clusterProfilerBatch.r",296,"gseKEGG","archive","statistical_library",FALSE,NA,NA,0,"gseKEGG( geneList = kegg_gene_list, organism = ""mmu"", minGSSize = 3, maxGSSize = 800, pvalueCutoff = 1, pAdjustMethod = ""BH"", keyType = ""ncbi-geneid"" )",FALSE,FALSE
"archive/exploratory/WGCNAtraitpreservation.r",58,"pickSoftThreshold","archive","statistical_library",FALSE,NA,NA,6,"pickSoftThreshold(expression.data)",FALSE,FALSE
"archive/exploratory/WGCNAtraitpreservation.r",338,"set.seed","archive","seed_control",FALSE,NA,338,6,"set.seed(12345)",FALSE,FALSE
"archive/exploratory/WGCNAtraitpreservation.r",455,"pickSoftThreshold","archive","statistical_library",FALSE,NA,338,6,"pickSoftThreshold(expression.data)",FALSE,FALSE
"archive/exploratory/WGCNAtraitpreservation.r",730,"set.seed","archive","seed_control",FALSE,NA,730,6,"set.seed(12345)",FALSE,FALSE
"archive/exploratory/WGCNAtraitpreservation.r",1304,"pickSoftThreshold","archive","statistical_library",FALSE,NA,730,6,"pickSoftThreshold(expression.data)",FALSE,FALSE
"archive/exploratory/WGCNAtraitpreservation.r",1524,"set.seed","archive","seed_control",FALSE,NA,1524,6,"set.seed(12345)",FALSE,FALSE
"archive/exploratory/WGCNAtraitpreservation.r",1767,"pickSoftThreshold","archive","statistical_library",FALSE,NA,1524,6,"pickSoftThreshold(expression.data)",FALSE,FALSE
"archive/exploratory/WGCNAtraitpreservation.r",2014,"set.seed","archive","seed_control",FALSE,NA,2014,6,"set.seed(12345)",FALSE,FALSE
"archive/exploratory/WGCNAtraitpreservation.r",2575,"pickSoftThreshold","archive","statistical_library",FALSE,NA,2014,6,"pickSoftThreshold(expression.data)",FALSE,FALSE
"archive/exploratory/WGCNAtraitpreservation.r",2817,"set.seed","archive","seed_control",FALSE,NA,2817,6,"set.seed(12345)",FALSE,FALSE
"archive/exploratory/WGCNAtraitpreservation.r",3194,"pickSoftThreshold","archive","statistical_library",FALSE,NA,2817,6,"pickSoftThreshold(expression.data)",FALSE,FALSE
"archive/exploratory/WGCNAtraitpreservation.r",3441,"set.seed","archive","seed_control",FALSE,NA,3441,6,"set.seed(12345)",FALSE,FALSE
"archive/exploratory/WGCNAtraitpreservation.r",3857,"position_jitter","archive","rendering",TRUE,"1",3441,6,"position_jitter(width = 0.08, height = 0, seed = 1)",FALSE,FALSE
"archive/exploratory/WGCNAtraitpreservation.r",3917,"position_jitter","archive","rendering",TRUE,"1",3441,6,"position_jitter(width = 0.08, height = 0, seed = 1)",FALSE,FALSE
"tests/testthat/test-animal-spatial-networks.R",17,"set.seed","tests","seed_control",FALSE,NA,17,3,"set.seed(seed)",FALSE,FALSE
"tests/testthat/test-animal-spatial-networks.R",18,"rnorm","tests","statistical_draw",FALSE,NA,17,3,"rnorm(n_prot * length(nodes))",FALSE,FALSE
"tests/testthat/test-animal-spatial-networks.R",113,"set.seed","tests","seed_control",FALSE,NA,113,3,"set.seed(5)",FALSE,FALSE
"tests/testthat/test-animal-spatial-networks.R",114,"rnorm","tests","statistical_draw",FALSE,NA,113,3,"rnorm(6 * 4)",FALSE,FALSE
"tests/testthat/test-animal-spatial-networks.R",182,"set.seed","tests","seed_control",FALSE,NA,182,3,"set.seed(2)",FALSE,FALSE
"tests/testthat/test-clusterprofiler-reproducibility.R",64,"runif","tests","statistical_draw",FALSE,NA,NA,3,"runif(4)",FALSE,FALSE
"tests/testthat/test-clusterprofiler-reproducibility.R",67,"set.seed","tests","seed_control",FALSE,NA,67,3,"set.seed(4242)",FALSE,FALSE
"tests/testthat/test-clusterprofiler-reproducibility.R",68,"RNGkind","tests","seed_control",FALSE,NA,68,3,"RNGkind()",FALSE,FALSE
"tests/testthat/test-clusterprofiler-reproducibility.R",76,"RNGkind","tests","seed_control",FALSE,NA,76,3,"RNGkind()",FALSE,FALSE
"tests/testthat/test-control-spatial-identity.R",43,"runif","tests","statistical_draw",FALSE,NA,NA,3,"runif(4)",FALSE,FALSE
"tests/testthat/test-control-spatial-identity.R",44,"set.seed","tests","seed_control",FALSE,NA,44,3,"set.seed(9876)",FALSE,FALSE
"tests/testthat/test-control-spatial-identity.R",45,"RNGkind","tests","seed_control",FALSE,NA,45,3,"RNGkind()",FALSE,FALSE
"tests/testthat/test-control-spatial-identity.R",51,"RNGkind","tests","seed_control",FALSE,NA,51,3,"RNGkind()",FALSE,FALSE
"tests/testthat/test-control-spatial-identity.R",378,"sample","tests","statistical_draw",FALSE,NA,51,3,"sample(seq_len(nrow(complete)))",FALSE,FALSE
"tests/testthat/test-export-canonical-ewce-contract.R",72,"runif","tests","statistical_draw",FALSE,NA,NA,0,"runif(1, 1, 1e9)",FALSE,FALSE
"tests/testthat/test-ggrepel-render-determinism.R",28,"set.seed","tests","seed_control",FALSE,NA,28,10,"set.seed(1)",FALSE,FALSE
"tests/testthat/test-ggrepel-render-determinism.R",29,"runif","tests","statistical_draw",FALSE,NA,28,10,"runif(40L)",FALSE,FALSE
"tests/testthat/test-ggrepel-render-determinism.R",29,"runif","tests","statistical_draw",FALSE,NA,28,10,"runif(40L)",FALSE,FALSE
"tests/testthat/test-ggrepel-render-determinism.R",35,"geom_text_repel","tests","rendering",FALSE,NA,28,10,"geom_text_repel(ggplot2::aes(label = lab), size = 2, max.overlaps = 12)",FALSE,FALSE
"tests/testthat/test-ggrepel-render-determinism.R",37,"geom_text_repel","tests","rendering",TRUE,"seed",28,10,"geom_text_repel(ggplot2::aes(label = lab), size = 2, max.overlaps = 12, seed = seed)",FALSE,FALSE
"tests/testthat/test-ggrepel-render-determinism.R",123,"set.seed","tests","seed_control",FALSE,NA,123,10,"set.seed(11)",FALSE,FALSE
"tests/testthat/test-ggrepel-render-determinism.R",124,"set.seed","tests","seed_control",FALSE,NA,124,10,"set.seed(99)",FALSE,FALSE
"tests/testthat/test-ggrepel-render-determinism.R",133,"set.seed","tests","seed_control",FALSE,NA,133,10,"set.seed(11)",FALSE,FALSE
"tests/testthat/test-ggrepel-render-determinism.R",134,"set.seed","tests","seed_control",FALSE,NA,134,10,"set.seed(99)",FALSE,FALSE
"tests/testthat/test-ggrepel-render-determinism.R",144,"set.seed","tests","seed_control",FALSE,NA,144,10,"set.seed(11)",FALSE,FALSE
"tests/testthat/test-ggrepel-render-determinism.R",145,"set.seed","tests","seed_control",FALSE,NA,145,10,"set.seed(99)",FALSE,FALSE
"tests/testthat/test-ggrepel-render-determinism.R",169,"set.seed","tests","seed_control",FALSE,NA,169,10,"set.seed(4242)",FALSE,FALSE
"tests/testthat/test-ggrepel-render-determinism.R",175,"set.seed","tests","seed_control",FALSE,NA,175,10,"set.seed(4242)",FALSE,FALSE
"tests/testthat/test-ggrepel-render-determinism.R",177,"runif","tests","statistical_draw",FALSE,NA,175,10,"runif(3)",FALSE,FALSE
"tests/testthat/test-ggrepel-render-determinism.R",178,"set.seed","tests","seed_control",FALSE,NA,178,10,"set.seed(4242)",FALSE,FALSE
"tests/testthat/test-ggrepel-render-determinism.R",179,"runif","tests","statistical_draw",FALSE,NA,178,10,"runif(3)",FALSE,FALSE
"tests/testthat/test-gsea-wgcna-concordance.R",51,"sample","tests","statistical_draw",FALSE,NA,NA,0,"sample(nrow(terms))",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",27,"set.seed","tests","seed_control",FALSE,NA,27,16,"set.seed(1)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",30,"runif","tests","statistical_draw",FALSE,NA,27,16,"runif(90L)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",36,"position_jitter","tests","rendering",FALSE,NA,27,16,"position_jitter(width = 0.16, height = 0)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",38,"position_jitter","tests","rendering",TRUE,"seed",27,16,"position_jitter(width = 0.16, height = 0, seed = seed)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",43,"geom_text_repel","tests","rendering",TRUE,"repel_seed",27,16,"geom_text_repel(data = d[seq_len(20L), ], ggplot2::aes(label = lab), size = 2, max.overlaps = 12, seed = repel_seed)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",324,"set.seed","tests","seed_control",FALSE,NA,324,16,"set.seed(11)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",325,"set.seed","tests","seed_control",FALSE,NA,325,16,"set.seed(99)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",334,"set.seed","tests","seed_control",FALSE,NA,334,16,"set.seed(11)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",335,"set.seed","tests","seed_control",FALSE,NA,335,16,"set.seed(99)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",348,"set.seed","tests","seed_control",FALSE,NA,348,16,"set.seed(11)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",350,"set.seed","tests","seed_control",FALSE,NA,350,16,"set.seed(99)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",355,"set.seed","tests","seed_control",FALSE,NA,355,16,"set.seed(1)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",357,"set.seed","tests","seed_control",FALSE,NA,357,16,"set.seed(2)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",365,"set.seed","tests","seed_control",FALSE,NA,365,16,"set.seed(4242)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",371,"set.seed","tests","seed_control",FALSE,NA,371,16,"set.seed(4242)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",373,"runif","tests","statistical_draw",FALSE,NA,371,16,"runif(3)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",374,"set.seed","tests","seed_control",FALSE,NA,374,16,"set.seed(4242)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",375,"runif","tests","statistical_draw",FALSE,NA,374,16,"runif(3)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",408,"geom_jitter","tests","rendering",TRUE,"1L",374,16,"geom_jitter(width = 0.15, seed = 1L)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",412,"set.seed","tests","seed_control",FALSE,NA,412,16,"set.seed(11)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",414,"set.seed","tests","seed_control",FALSE,NA,414,16,"set.seed(99)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",433,"set.seed","tests","seed_control",FALSE,NA,433,16,"set.seed(101)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",434,"geom_jitter","tests","rendering",FALSE,NA,433,16,"geom_jitter(width = 0.15)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",435,"set.seed","tests","seed_control",FALSE,NA,435,16,"set.seed(101)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",437,"position_jitter","tests","rendering",FALSE,NA,435,16,"position_jitter(width = 0.15)",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",446,"geom_jitter","tests","rendering",FALSE,NA,435,16,"geom_jitter( width = 0.15, position = ggplot2::position_jitter(width = 0.15, seed = 1L))",FALSE,FALSE
"tests/testthat/test-jitter-render-determinism.R",447,"position_jitter","tests","rendering",TRUE,"1L",435,16,"position_jitter(width = 0.15, seed = 1L)",FALSE,FALSE
"tests/testthat/test-joint-compartment-qc-publication-figures.R",59,"sample","tests","statistical_draw",FALSE,NA,NA,0,"sample(seq_len(nrow(x)))",FALSE,FALSE
"tests/testthat/test-joint-compartment-qc.R",115,"set.seed","tests","seed_control",FALSE,NA,115,4,"set.seed(42)",FALSE,FALSE
"tests/testthat/test-joint-compartment-qc.R",115,"umap","tests","statistical_library",FALSE,NA,115,4,"umap(pca_a$x[, 1:2], n_neighbors = 3, n_threads = 1, verbose = FALSE)",FALSE,FALSE
"tests/testthat/test-joint-compartment-qc.R",116,"set.seed","tests","seed_control",FALSE,NA,116,4,"set.seed(42)",FALSE,FALSE
"tests/testthat/test-joint-compartment-qc.R",116,"umap","tests","statistical_library",FALSE,NA,116,4,"umap(pca_a$x[, 1:2], n_neighbors = 3, n_threads = 1, verbose = FALSE)",FALSE,FALSE
"tests/testthat/test-joint-compartment-qc.R",119,"set.seed","tests","seed_control",FALSE,NA,119,4,"set.seed(42)",FALSE,FALSE
"tests/testthat/test-joint-compartment-qc.R",119,"Rtsne","tests","statistical_library",FALSE,NA,119,4,"Rtsne(pca_a$x[, 1:2], dims = 2, perplexity = 2, pca = FALSE, check_duplicates = FALSE, verbose = FALSE, max_iter = 250)",FALSE,FALSE
"tests/testthat/test-joint-compartment-qc.R",120,"set.seed","tests","seed_control",FALSE,NA,120,4,"set.seed(42)",FALSE,FALSE
"tests/testthat/test-joint-compartment-qc.R",120,"Rtsne","tests","statistical_library",FALSE,NA,120,4,"Rtsne(pca_a$x[, 1:2], dims = 2, perplexity = 2, pca = FALSE, check_duplicates = FALSE, verbose = FALSE, max_iter = 250)",FALSE,FALSE
"tests/testthat/test-microglia-targeted-signature-contract.R",69,"set.seed","tests","seed_control",FALSE,NA,69,3,"set.seed(12345)",FALSE,FALSE
"tests/testthat/test-microglia-targeted-signature-contract.R",70,"RNGkind","tests","seed_control",FALSE,NA,70,3,"RNGkind()",FALSE,FALSE
"tests/testthat/test-microglia-targeted-signature-contract.R",73,"runif","tests","statistical_draw",FALSE,NA,70,3,"runif(5)",FALSE,FALSE
"tests/testthat/test-microglia-targeted-signature-contract.R",75,"RNGkind","tests","seed_control",FALSE,NA,75,3,"RNGkind()",FALSE,FALSE
"tests/testthat/test-microglia-targeted-signature-contract.R",78,"runif","tests","statistical_draw",FALSE,NA,75,3,"runif(5)",FALSE,FALSE
"tests/testthat/test-orphan-bootstrap-curation.R",215,"set.seed","tests","seed_control",FALSE,NA,215,3,"set.seed(11)",FALSE,FALSE
"tests/testthat/test-orphan-bootstrap-curation.R",219,"sample","tests","statistical_draw",FALSE,NA,215,3,"sample(seq_along(terms), 50L)",FALSE,FALSE
"tests/testthat/test-orphan-bootstrap-curation.R",221,"runif","tests","statistical_draw",FALSE,NA,215,3,"runif(50L)",FALSE,FALSE
"tests/testthat/test-orphan-bootstrap-curation.R",226,"set.seed","tests","seed_control",FALSE,NA,226,3,"set.seed(seed)",FALSE,FALSE
"tests/testthat/test-orphan-bootstrap-curation.R",231,"slice_sample","tests","statistical_draw",FALSE,NA,226,3,"slice_sample(prop = 1, replace = TRUE)",FALSE,FALSE
"tests/testthat/test-orphan-bootstrap-curation.R",259,"set.seed","tests","seed_control",FALSE,NA,259,3,"set.seed(7)",FALSE,FALSE
"tests/testthat/test-orphan-bootstrap-curation.R",264,"slice_sample","tests","statistical_draw",FALSE,NA,259,3,"slice_sample(prop = 1, replace = TRUE)",FALSE,FALSE
"tests/testthat/test-spatial-cell-atlas.R",45,"set.seed","tests","seed_control",FALSE,NA,45,2,"set.seed(3)",FALSE,FALSE
