"dataset","field","declared_path","source","source_sha256","staged_path","staged_sha256","same_hash","source_bytes","staged_bytes","staged_path_chars","same_size"
"microglia","collapsed_gene_input_file","P:/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA2_microglia/CA2microgliasus_CA2microgliares/protein_group_audits/collapsed_gene_input.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA2_microglia/CA2microgliasus_CA2microgliares/protein_group_audits/collapsed_gene_input.csv","2c693dc8c8831341d7f6753deab72ffad0a8b99e7eca326cc2f4864df07d0d80","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/work/differential_abundance/run_clusterprofiler_enrichment/microglia/path_stage/a18fd0429492/collapsed_gene_input.csv","2c693dc8c8831341d7f6753deab72ffad0a8b99e7eca326cc2f4864df07d0d80",TRUE,1379511,1379511,187,TRUE
"microglia","collapsed_gene_input_file","P:/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA2_microglia/CA2microgliasus_CA2microgliares/protein_group_audits/collapsed_gene_input.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA2_microglia/CA2microgliasus_CA2microgliares/protein_group_audits/collapsed_gene_input.csv","2c693dc8c8831341d7f6753deab72ffad0a8b99e7eca326cc2f4864df07d0d80","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/work/differential_abundance/run_clusterprofiler_enrichment/microglia/path_stage/a18fd0429492/collapsed_gene_input.csv","2c693dc8c8831341d7f6753deab72ffad0a8b99e7eca326cc2f4864df07d0d80",TRUE,1379511,1379511,187,TRUE
"microglia","collapsed_gene_input_file","P:/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA3_microglia/CA3microgliares_CA3microgliacon/protein_group_audits/collapsed_gene_input.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA3_microglia/CA3microgliares_CA3microgliacon/protein_group_audits/collapsed_gene_input.csv","f5169eb44b05e9390911213c82a405be77c5a9d31cfb2a1c7edcd590d8481b2c","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/work/differential_abundance/run_clusterprofiler_enrichment/microglia/path_stage/0250fe481678/collapsed_gene_input.csv","f5169eb44b05e9390911213c82a405be77c5a9d31cfb2a1c7edcd590d8481b2c",TRUE,1371635,1371635,187,TRUE
"microglia","collapsed_gene_input_file","P:/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA3_microglia/CA3microgliares_CA3microgliacon/protein_group_audits/collapsed_gene_input.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA3_microglia/CA3microgliares_CA3microgliacon/protein_group_audits/collapsed_gene_input.csv","f5169eb44b05e9390911213c82a405be77c5a9d31cfb2a1c7edcd590d8481b2c","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/work/differential_abundance/run_clusterprofiler_enrichment/microglia/path_stage/0250fe481678/collapsed_gene_input.csv","f5169eb44b05e9390911213c82a405be77c5a9d31cfb2a1c7edcd590d8481b2c",TRUE,1371635,1371635,187,TRUE
"microglia","collapsed_gene_input_file","P:/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA3_microglia/CA3microgliasus_CA3microgliacon/protein_group_audits/collapsed_gene_input.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA3_microglia/CA3microgliasus_CA3microgliacon/protein_group_audits/collapsed_gene_input.csv","bd11aa256c83350805a5f3fdc791e1d6dee44b34cdfa4833d0491f1809a0d920","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/work/differential_abundance/run_clusterprofiler_enrichment/microglia/path_stage/6957362cbd92/collapsed_gene_input.csv","bd11aa256c83350805a5f3fdc791e1d6dee44b34cdfa4833d0491f1809a0d920",TRUE,1384398,1384398,187,TRUE
"microglia","collapsed_gene_input_file","P:/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA3_microglia/CA3microgliasus_CA3microgliacon/protein_group_audits/collapsed_gene_input.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA3_microglia/CA3microgliasus_CA3microgliacon/protein_group_audits/collapsed_gene_input.csv","bd11aa256c83350805a5f3fdc791e1d6dee44b34cdfa4833d0491f1809a0d920","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/work/differential_abundance/run_clusterprofiler_enrichment/microglia/path_stage/6957362cbd92/collapsed_gene_input.csv","bd11aa256c83350805a5f3fdc791e1d6dee44b34cdfa4833d0491f1809a0d920",TRUE,1384398,1384398,187,TRUE
"microglia","collapsed_gene_input_file","P:/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA3_microglia/CA3microgliasus_CA3microgliares/protein_group_audits/collapsed_gene_input.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA3_microglia/CA3microgliasus_CA3microgliares/protein_group_audits/collapsed_gene_input.csv","68644053a8949ab222ec8058f791e2d3decce57e08b9ff7fbb55f27425930830","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/work/differential_abundance/run_clusterprofiler_enrichment/microglia/path_stage/368ac60844f2/collapsed_gene_input.csv","68644053a8949ab222ec8058f791e2d3decce57e08b9ff7fbb55f27425930830",TRUE,1383231,1383231,187,TRUE
"microglia","collapsed_gene_input_file","P:/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA3_microglia/CA3microgliasus_CA3microgliares/protein_group_audits/collapsed_gene_input.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA3_microglia/CA3microgliasus_CA3microgliares/protein_group_audits/collapsed_gene_input.csv","68644053a8949ab222ec8058f791e2d3decce57e08b9ff7fbb55f27425930830","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/work/differential_abundance/run_clusterprofiler_enrichment/microglia/path_stage/368ac60844f2/collapsed_gene_input.csv","68644053a8949ab222ec8058f791e2d3decce57e08b9ff7fbb55f27425930830",TRUE,1383231,1383231,187,TRUE
"microglia","term_gene_provenance_file","P:/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA1_microglia/CA1microgliares_CA1microgliacon/protein_group_audits/gsea_go_term_gene_provenance.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA1_microglia/CA1microgliares_CA1microgliacon/protein_group_audits/gsea_go_term_gene_provenance.csv","3fb1980222098b844f14cf2554b077c8fd76332daed227359ab69e2e6570aa21","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/work/differential_abundance/run_clusterprofiler_enrichment/microglia/path_stage/1fcb6220ba41/gsea_go_term_gene_provenance.csv","3fb1980222098b844f14cf2554b077c8fd76332daed227359ab69e2e6570aa21",TRUE,27310579,27310579,195,TRUE
"microglia","term_gene_provenance_file","P:/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA1_microglia/CA1microgliares_CA1microgliacon/protein_group_audits/gsea_kegg_term_gene_provenance.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA1_microglia/CA1microgliares_CA1microgliacon/protein_group_audits/gsea_kegg_term_gene_provenance.csv","70a6e2be56ced0d47f0fa3da3f4587ef5077a85f08d740f77b0d36ee16c824e5","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/work/differential_abundance/run_clusterprofiler_enrichment/microglia/path_stage/f4c1d2e16d78/gsea_kegg_term_gene_provenance.csv","70a6e2be56ced0d47f0fa3da3f4587ef5077a85f08d740f77b0d36ee16c824e5",TRUE,1669800,1669800,197,TRUE
"microglia","term_gene_provenance_file","P:/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA1_microglia/CA1microgliasus_CA1microgliacon/protein_group_audits/gsea_go_term_gene_provenance.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA1_microglia/CA1microgliasus_CA1microgliacon/protein_group_audits/gsea_go_term_gene_provenance.csv","5ff235710baf6458bdacc6ed4afac1f10869744e4832f0ede9fa872ede4ba1ce","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/work/differential_abundance/run_clusterprofiler_enrichment/microglia/path_stage/e14f11293fbc/gsea_go_term_gene_provenance.csv","5ff235710baf6458bdacc6ed4afac1f10869744e4832f0ede9fa872ede4ba1ce",TRUE,22785505,22785505,195,TRUE
"microglia","term_gene_provenance_file","P:/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA1_microglia/CA1microgliasus_CA1microgliacon/protein_group_audits/gsea_kegg_term_gene_provenance.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA1_microglia/CA1microgliasus_CA1microgliacon/protein_group_audits/gsea_kegg_term_gene_provenance.csv","0316e12a8c1597bfa41cc1109dc5e8a8a8d15b4e0c5844b69cd88201737470cb","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/work/differential_abundance/run_clusterprofiler_enrichment/microglia/path_stage/0e84a6e78c1c/gsea_kegg_term_gene_provenance.csv","0316e12a8c1597bfa41cc1109dc5e8a8a8d15b4e0c5844b69cd88201737470cb",TRUE,1457377,1457377,197,TRUE
"microglia","term_gene_provenance_file","P:/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA1_microglia/CA1microgliasus_CA1microgliares/protein_group_audits/gsea_go_term_gene_provenance.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA1_microglia/CA1microgliasus_CA1microgliares/protein_group_audits/gsea_go_term_gene_provenance.csv","05f1647f5f85d91086c15aab731dedeea42061b811657fad7522cd7cd10a8e18","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/work/differential_abundance/run_clusterprofiler_enrichment/microglia/path_stage/cadc9c9fea07/gsea_go_term_gene_provenance.csv","05f1647f5f85d91086c15aab731dedeea42061b811657fad7522cd7cd10a8e18",TRUE,26270564,26270564,195,TRUE
"microglia","term_gene_provenance_file","P:/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA1_microglia/CA1microgliasus_CA1microgliares/protein_group_audits/gsea_kegg_term_gene_provenance.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA1_microglia/CA1microgliasus_CA1microgliares/protein_group_audits/gsea_kegg_term_gene_provenance.csv","f62e64bdf1b074bcc63ca44f72843cce80c3247ee2804569af73fb03ea8fdbb2","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/work/differential_abundance/run_clusterprofiler_enrichment/microglia/path_stage/48d7fbd28524/gsea_kegg_term_gene_provenance.csv","f62e64bdf1b074bcc63ca44f72843cce80c3247ee2804569af73fb03ea8fdbb2",TRUE,1598692,1598692,197,TRUE
"microglia","term_gene_provenance_file","P:/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA2_microglia/CA2microgliares_CA2microgliacon/protein_group_audits/gsea_go_term_gene_provenance.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA2_microglia/CA2microgliares_CA2microgliacon/protein_group_audits/gsea_go_term_gene_provenance.csv","aa5b901b99bc46cc00203c0012ba3ac409b3cad369c1f0ad0b99036e26cffe53","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/work/differential_abundance/run_clusterprofiler_enrichment/microglia/path_stage/bccf98c44096/gsea_go_term_gene_provenance.csv","aa5b901b99bc46cc00203c0012ba3ac409b3cad369c1f0ad0b99036e26cffe53",TRUE,24173608,24173608,195,TRUE
"microglia","term_gene_provenance_file","P:/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA2_microglia/CA2microgliares_CA2microgliacon/protein_group_audits/gsea_kegg_term_gene_provenance.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA2_microglia/CA2microgliares_CA2microgliacon/protein_group_audits/gsea_kegg_term_gene_provenance.csv","af65379ca406000f839d20cb2a68dd39f53ac2b1fbc2be755378e88077e87e16","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/work/differential_abundance/run_clusterprofiler_enrichment/microglia/path_stage/63ff8ae2a3ce/gsea_kegg_term_gene_provenance.csv","af65379ca406000f839d20cb2a68dd39f53ac2b1fbc2be755378e88077e87e16",TRUE,1634962,1634962,197,TRUE
"microglia","term_gene_provenance_file","P:/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA2_microglia/CA2microgliasus_CA2microgliacon/protein_group_audits/gsea_go_term_gene_provenance.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA2_microglia/CA2microgliasus_CA2microgliacon/protein_group_audits/gsea_go_term_gene_provenance.csv","4db9294f177c2ad09304cc565ef8a36fd58d72e7eec8e648900ab86197e29343","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/work/differential_abundance/run_clusterprofiler_enrichment/microglia/path_stage/5157f4cff191/gsea_go_term_gene_provenance.csv","4db9294f177c2ad09304cc565ef8a36fd58d72e7eec8e648900ab86197e29343",TRUE,25033036,25033036,195,TRUE
"microglia","term_gene_provenance_file","P:/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA2_microglia/CA2microgliasus_CA2microgliacon/protein_group_audits/gsea_kegg_term_gene_provenance.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA2_microglia/CA2microgliasus_CA2microgliacon/protein_group_audits/gsea_kegg_term_gene_provenance.csv","487415f6b11d0d5e8c625c41a0b4ca3fd4e9bb967fa4deb607a3a004c2fb5972","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/work/differential_abundance/run_clusterprofiler_enrichment/microglia/path_stage/32f3afd36ddb/gsea_kegg_term_gene_provenance.csv","487415f6b11d0d5e8c625c41a0b4ca3fd4e9bb967fa4deb607a3a004c2fb5972",TRUE,1678876,1678876,197,TRUE
"microglia","term_gene_provenance_file","P:/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA2_microglia/CA2microgliasus_CA2microgliares/protein_group_audits/gsea_go_term_gene_provenance.csv","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/data/processed/04_differential_expression_enrichment/clusterProfiler/microglia/phenotype_within_unit/CA2_microglia/CA2microgliasus_CA2microgliares/protein_group_audits/gsea_go_term_gene_provenance.csv","04bc8a9646794fce5382bc8500f0a47b0f02185de4d73008e71d74c8050cb1ab","S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/proteomics/work/differential_abundance/run_clusterprofiler_enrichment/microglia/path_stage/745b6cef18ea/gsea_go_term_gene_provenance.csv","04bc8a9646794fce5382bc8500f0a47b0f02185de4d73008e71d74c8050cb1ab",TRUE,27776069,27776069,195,TRUE
