"old_path","new_path","old_sha256","new_sha256","owner","consumers_updated","migration_class"
"results/publication_source_data/figure_02/figure_02f_source_data.csv","exports/publication_source_data/figure_02/figure_02f_source_data.csv","82dd12966c8075357e0965f36414bc8945199641715b388f8f6ade6ddf05eab7","82dd12966c8075357e0965f36414bc8945199641715b388f8f6ade6ddf05eab7","analysis/publication_source_data/09_export_source_data.R","Exp9_manuscript/source_data/pRoteomics/manifest.csv","COPIED_TO_EXPORT_BOUNDARY_BYTE_IDENTICAL"
"results/publication_source_data/figure_02/figure_02g_source_data.csv","exports/publication_source_data/figure_02/figure_02g_source_data.csv","fce8dd5433f8c1b53418a771b38a7286d20acb6ded53d54acf0ccdb2001e6560","fce8dd5433f8c1b53418a771b38a7286d20acb6ded53d54acf0ccdb2001e6560","analysis/publication_source_data/09_export_source_data.R","Exp9_manuscript/source_data/pRoteomics/manifest.csv","COPIED_TO_EXPORT_BOUNDARY_BYTE_IDENTICAL"
"results/publication_source_data/figure_02/figure_02h_source_data.csv","exports/publication_source_data/figure_02/figure_02h_source_data.csv","5714040d944c4aab063da2db14bdb5adcc1fd3d73db942489eee2ef38361fea4","5714040d944c4aab063da2db14bdb5adcc1fd3d73db942489eee2ef38361fea4","analysis/publication_source_data/09_export_source_data.R","Exp9_manuscript/source_data/pRoteomics/manifest.csv","COPIED_TO_EXPORT_BOUNDARY_BYTE_IDENTICAL"
"results/publication_source_data/figure_03/assembled/figure_03.svg","exports/publication_source_data/figure_03/assembled/figure_03.svg","1c3799e6750cf44bc77f72e9d1d19a69cd3b86748490d67937573284c8cdf4fd","1c3799e6750cf44bc77f72e9d1d19a69cd3b86748490d67937573284c8cdf4fd","analysis/publication_source_data/09_export_source_data.R","Exp9_manuscript/source_data/pRoteomics/manifest.csv","COPIED_TO_EXPORT_BOUNDARY_BYTE_IDENTICAL"
"results/publication_source_data/figure_03/figure_03a_source_data.csv","exports/publication_source_data/figure_03/figure_03a_source_data.csv","258ac2ac4a7a48900d34c99e45e3635df4da337f71212ed149d6cb0675e6d276","258ac2ac4a7a48900d34c99e45e3635df4da337f71212ed149d6cb0675e6d276","analysis/publication_source_data/09_export_source_data.R","Exp9_manuscript/source_data/pRoteomics/manifest.csv","COPIED_TO_EXPORT_BOUNDARY_BYTE_IDENTICAL"
"results/publication_source_data/figure_03/figure_03b_source_data.csv","exports/publication_source_data/figure_03/figure_03b_source_data.csv","8dd21e47917feac3c27310c19b1de0fa5219a2a730c380de329fc7d7cb82f78e","8dd21e47917feac3c27310c19b1de0fa5219a2a730c380de329fc7d7cb82f78e","analysis/publication_source_data/09_export_source_data.R","Exp9_manuscript/source_data/pRoteomics/manifest.csv","COPIED_TO_EXPORT_BOUNDARY_BYTE_IDENTICAL"
"results/publication_source_data/figure_03/figure_03c_source_data.csv","exports/publication_source_data/figure_03/figure_03c_source_data.csv","dc9c8f1dc9f33e5dd4de7b38304f371d6c6063e353dfee02c8c9a541fb7dfe9d","dc9c8f1dc9f33e5dd4de7b38304f371d6c6063e353dfee02c8c9a541fb7dfe9d","analysis/publication_source_data/09_export_source_data.R","Exp9_manuscript/source_data/pRoteomics/manifest.csv","COPIED_TO_EXPORT_BOUNDARY_BYTE_IDENTICAL"
"results/publication_source_data/figure_03/figure_03d_source_data.csv","exports/publication_source_data/figure_03/figure_03d_source_data.csv","a45f4f93b02f39660e491159435388c27bf473417091e86c9b5c10ca49729e8a","a45f4f93b02f39660e491159435388c27bf473417091e86c9b5c10ca49729e8a","analysis/publication_source_data/09_export_source_data.R","Exp9_manuscript/source_data/pRoteomics/manifest.csv","COPIED_TO_EXPORT_BOUNDARY_BYTE_IDENTICAL"
"results/publication_source_data/figure_03/figure_03e_source_data.csv","exports/publication_source_data/figure_03/figure_03e_source_data.csv","0dc2c1728be08401a429d777cbe003c323ca250e853bc49e2498962b098c96e0","0dc2c1728be08401a429d777cbe003c323ca250e853bc49e2498962b098c96e0","analysis/publication_source_data/09_export_source_data.R","Exp9_manuscript/source_data/pRoteomics/manifest.csv","COPIED_TO_EXPORT_BOUNDARY_BYTE_IDENTICAL"
"results/publication_source_data/figure_03/figure_03f_source_data.csv","exports/publication_source_data/figure_03/figure_03f_source_data.csv","6f4fda5f38e20fcbb497376e638eb62e85713696d693e1fe5d1bf548e5ffe96a","6f4fda5f38e20fcbb497376e638eb62e85713696d693e1fe5d1bf548e5ffe96a","analysis/publication_source_data/09_export_source_data.R","Exp9_manuscript/source_data/pRoteomics/manifest.csv","COPIED_TO_EXPORT_BOUNDARY_BYTE_IDENTICAL"
"results/publication_source_data/figure_03/figure_03g_source_data.csv","exports/publication_source_data/figure_03/figure_03g_source_data.csv","1a0c0a73eeac8d1d49556f9d1ded417dc087a0d95eaf30372af1233f3ca1a382","1a0c0a73eeac8d1d49556f9d1ded417dc087a0d95eaf30372af1233f3ca1a382","analysis/publication_source_data/09_export_source_data.R","Exp9_manuscript/source_data/pRoteomics/manifest.csv","COPIED_TO_EXPORT_BOUNDARY_BYTE_IDENTICAL"
"results/publication_source_data/figure_03/figure_03h_source_data.csv","exports/publication_source_data/figure_03/figure_03h_source_data.csv","8ecaa4e1d4a2cfddeb943f2336dc2ae82009bd6376db86eea3d676314538d7a8","8ecaa4e1d4a2cfddeb943f2336dc2ae82009bd6376db86eea3d676314538d7a8","analysis/publication_source_data/09_export_source_data.R","Exp9_manuscript/source_data/pRoteomics/manifest.csv","COPIED_TO_EXPORT_BOUNDARY_BYTE_IDENTICAL"
"results/publication_source_data/figure_03/figure_03i_source_data.csv","exports/publication_source_data/figure_03/figure_03i_source_data.csv","93ecc2e5f93d73fc6dfb64a9b3792e2507487523a301e6aaa81db8cd2311977b","93ecc2e5f93d73fc6dfb64a9b3792e2507487523a301e6aaa81db8cd2311977b","analysis/publication_source_data/09_export_source_data.R","Exp9_manuscript/source_data/pRoteomics/manifest.csv","COPIED_TO_EXPORT_BOUNDARY_BYTE_IDENTICAL"
"results/publication_source_data/manifest.csv","exports/publication_source_data/manifest.csv","3af2958ef10b76bbe2e6b9048cd180d3a521fe4cfae315adfc88282ec50b3332","3af2958ef10b76bbe2e6b9048cd180d3a521fe4cfae315adfc88282ec50b3332","analysis/publication_source_data/09_export_source_data.R","Exp9_manuscript/source_data/pRoteomics/manifest.csv","COPIED_TO_EXPORT_BOUNDARY_BYTE_IDENTICAL"
