"old_path","expected_path","current_suffix","expected_extension","producer","evidence","current_hash","bytes","collision","destination_exists","action"
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_microglia_microglia_signature_unclassified_","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_microglia_microglia_signature_unclassified_.csv","","csv","analysis/publication_source_data/build_supplementary_tables.R","staging manifest source=results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/microglia/microglia_signature_unclassified_technical.csv; reconstruction from results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/microglia/microglia_signature_unclassified_technical.csv agrees","5783ada3e5f3593b97c9d0955052471a874f6084e5cd0a49cd1b22b01b398082",995,FALSE,FALSE,"rename_in_place"
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_microglia_microglia_signature_within_region","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_microglia_microglia_signature_within_region.csv","","csv","analysis/publication_source_data/build_supplementary_tables.R","staging manifest source=results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/microglia/microglia_signature_within_region_condition.csv; reconstruction from results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/microglia/microglia_signature_within_region_condition.csv agrees","c7d4afb69d3eff46d11a0437efe0691509147ed9b2b20dd673fdf4a07dcc5c1a",160337,FALSE,FALSE,"rename_in_place"
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_microglia_mixed_microenvironment_signatures","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_microglia_mixed_microenvironment_signatures.csv","","csv","analysis/publication_source_data/build_supplementary_tables.R","staging manifest source=results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/microglia/mixed_microenvironment_signatures.csv; reconstruction from results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/microglia/mixed_microenvironment_signatures.csv agrees","5783ada3e5f3593b97c9d0955052471a874f6084e5cd0a49cd1b22b01b398082",995,FALSE,FALSE,"rename_in_place"
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_microglia_program_summary_integrated_interp","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_microglia_program_summary_integrated_interp.csv","","csv","analysis/publication_source_data/build_supplementary_tables.R","staging manifest source=results/tables/04_differential_expression_enrichment/biological_program_summary/microglia/program_summary_integrated_interpretation.csv; reconstruction from results/tables/04_differential_expression_enrichment/biological_program_summary/microglia/program_summary_integrated_interpretation.csv agrees","fe07d8f660e2ebe2a254e9ef60c6ab06502581d4ecbd54da80d9dec40ba61174",152231,FALSE,FALSE,"rename_in_place"
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_microglia_program_summary_microglia_signatu","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_microglia_program_summary_microglia_signatu.csv","","csv","analysis/publication_source_data/build_supplementary_tables.R","staging manifest source=results/tables/04_differential_expression_enrichment/biological_program_summary/microglia/program_summary_microglia_signature_annotated.csv; reconstruction from results/tables/04_differential_expression_enrichment/biological_program_summary/microglia/program_summary_microglia_signature_annotated.csv agrees","92f41dcfb9c0a63d9509a8f0b0dee98e305032821cd68730c05a213335fd34f2",120085,FALSE,FALSE,"rename_in_place"
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_microglia_program_summary_neuropil_annotate","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_microglia_program_summary_neuropil_annotate.csv","","csv","analysis/publication_source_data/build_supplementary_tables.R","staging manifest source=results/tables/04_differential_expression_enrichment/biological_program_summary/microglia/program_summary_neuropil_annotated.csv; reconstruction from results/tables/04_differential_expression_enrichment/biological_program_summary/microglia/program_summary_neuropil_annotated.csv agrees","cafaa2671299b4da4550d4c97fbe1745d8f837b8a22a6b61c748f80af9b4cf8b",114042,FALSE,FALSE,"rename_in_place"
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_neuropil_program_summary_heatmap_rea","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_neuropil_program_summary_heatmap_rea.csv","","csv","analysis/publication_source_data/build_supplementary_tables.R","staging manifest source=results/tables/04_differential_expression_enrichment/biological_program_summary/neuron_neuropil/program_summary_heatmap_ready.csv; reconstruction from results/tables/04_differential_expression_enrichment/biological_program_summary/neuron_neuropil/program_summary_heatmap_ready.csv agrees","726e5df2dce47db012f9a548293a911922c0f5ea784e62939de312be8a644ef4",266521,FALSE,FALSE,"rename_in_place"
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_neuropil_program_summary_integrated_","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_neuropil_program_summary_integrated_.csv","","csv","analysis/publication_source_data/build_supplementary_tables.R","staging manifest source=results/tables/04_differential_expression_enrichment/biological_program_summary/neuron_neuropil/program_summary_integrated_interpretation.csv; reconstruction from results/tables/04_differential_expression_enrichment/biological_program_summary/neuron_neuropil/program_summary_integrated_interpretation.csv agrees","5496297a7e0472c9f94e6e002aeb832cdf237faab6db56f0163816cd98475afa",284787,FALSE,FALSE,"rename_in_place"
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_neuropil_program_summary_microglia_s","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_neuropil_program_summary_microglia_s.csv","","csv","analysis/publication_source_data/build_supplementary_tables.R","staging manifest source=results/tables/04_differential_expression_enrichment/biological_program_summary/neuron_neuropil/program_summary_microglia_signature_annotated.csv; reconstruction from results/tables/04_differential_expression_enrichment/biological_program_summary/neuron_neuropil/program_summary_microglia_signature_annotated.csv agrees","defd907c2574e1b49d063a4231310f8b19d7ccd0f2696442948ae7b90cf3c985",247584,FALSE,FALSE,"rename_in_place"
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_neuropil_program_summary_neuropil_an","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_neuropil_program_summary_neuropil_an.csv","","csv","analysis/publication_source_data/build_supplementary_tables.R","staging manifest source=results/tables/04_differential_expression_enrichment/biological_program_summary/neuron_neuropil/program_summary_neuropil_annotated.csv; reconstruction from results/tables/04_differential_expression_enrichment/biological_program_summary/neuron_neuropil/program_summary_neuropil_annotated.csv agrees","b1ea3cd3a66a8c6cb29e486e5fe7fc02ec73383959b16c3dfac65093931b9d1d",247573,FALSE,FALSE,"rename_in_place"
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_empirical_microglia_enriched_si","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_empirical_microglia_enriched_si.csv","","csv","analysis/publication_source_data/build_supplementary_tables.R","staging manifest source=results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/neuron_soma/empirical_microglia_enriched_signature.csv; reconstruction from results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/neuron_soma/empirical_microglia_enriched_signature.csv agrees","dfd79636ea270abeaa5b0f6175148341836c55c6e9b91cc9573fc6318c569e5f",80,FALSE,FALSE,"rename_in_place"
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_empirical_microglia_signature_d","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_empirical_microglia_signature_d.csv","","csv","analysis/publication_source_data/build_supplementary_tables.R","staging manifest source=results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/neuron_soma/empirical_microglia_signature_diagnostics.csv; reconstruction from results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/neuron_soma/empirical_microglia_signature_diagnostics.csv agrees","dfd79636ea270abeaa5b0f6175148341836c55c6e9b91cc9573fc6318c569e5f",80,FALSE,FALSE,"rename_in_place"
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_empirical_neuropil_shared_signa","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_empirical_neuropil_shared_signa.csv","","csv","analysis/publication_source_data/build_supplementary_tables.R","staging manifest source=results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/neuron_soma/empirical_neuropil_shared_signature.csv; reconstruction from results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/neuron_soma/empirical_neuropil_shared_signature.csv agrees","dfd79636ea270abeaa5b0f6175148341836c55c6e9b91cc9573fc6318c569e5f",80,FALSE,FALSE,"rename_in_place"
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_microglia_signature_diagnostics","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_microglia_signature_diagnostics.csv","","csv","analysis/publication_source_data/build_supplementary_tables.R","staging manifest source=results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/neuron_soma/microglia_signature_diagnostics.csv; reconstruction from results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/neuron_soma/microglia_signature_diagnostics.csv agrees","f756ec993262d37c1fa3b2cf6d4e188fadfb4238058eec3b2206665324d3bb5f",392,FALSE,FALSE,"rename_in_place"
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_microglia_signature_e__022b1ccc","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_microglia_signature_e__022b1ccc.csv","","csv","analysis/publication_source_data/build_supplementary_tables.R","staging manifest source=results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/neuron_soma/microglia_signature_enrichment_summary.csv","dfd79636ea270abeaa5b0f6175148341836c55c6e9b91cc9573fc6318c569e5f",80,FALSE,FALSE,"rename_in_place"
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_microglia_signature_e__1244aa35","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_microglia_signature_e__1244aa35.csv","","csv","analysis/publication_source_data/build_supplementary_tables.R","staging manifest source=results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/neuron_soma/microglia_signature_enrichment_with_neuropil_reference.csv","dfd79636ea270abeaa5b0f6175148341836c55c6e9b91cc9573fc6318c569e5f",80,FALSE,FALSE,"rename_in_place"
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_microglia_signature_enrichment","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_microglia_signature_enrichment.csv","","csv","analysis/publication_source_data/build_supplementary_tables.R","staging manifest source=results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/neuron_soma/microglia_signature_enrichment.csv; reconstruction from results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/neuron_soma/microglia_signature_enrichment.csv agrees","dfd79636ea270abeaa5b0f6175148341836c55c6e9b91cc9573fc6318c569e5f",80,FALSE,FALSE,"rename_in_place"
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_mixed_microenvironment_signatur","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_mixed_microenvironment_signatur.csv","","csv","analysis/publication_source_data/build_supplementary_tables.R","staging manifest source=results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/neuron_soma/mixed_microenvironment_signatures.csv; reconstruction from results/tables/04_differential_expression_enrichment/microglia_targeted_signature_enrichment/neuron_soma/mixed_microenvironment_signatures.csv agrees","dfd79636ea270abeaa5b0f6175148341836c55c6e9b91cc9573fc6318c569e5f",80,FALSE,FALSE,"rename_in_place"
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_program_summary_heatmap_ready.c","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_program_summary_heatmap_ready.c.csv",".c","csv","analysis/publication_source_data/build_supplementary_tables.R","staging manifest source=results/tables/04_differential_expression_enrichment/biological_program_summary/neuron_soma/program_summary_heatmap_ready.csv; reconstruction from results/tables/04_differential_expression_enrichment/biological_program_summary/neuron_soma/program_summary_heatmap_ready.csv agrees","e755e88d15ba14020acf851ff1ad91c5dc52c944b37458bf1ef8a7522183a41d",106302,FALSE,FALSE,"rename_in_place"
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_program_summary_integrated_inte","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_program_summary_integrated_inte.csv","","csv","analysis/publication_source_data/build_supplementary_tables.R","staging manifest source=results/tables/04_differential_expression_enrichment/biological_program_summary/neuron_soma/program_summary_integrated_interpretation.csv; reconstruction from results/tables/04_differential_expression_enrichment/biological_program_summary/neuron_soma/program_summary_integrated_interpretation.csv agrees","4f26a38827ce854d8aa54bae01e8b6e93c9da454a70c3e4b13bd8d48f58cddb6",113684,FALSE,FALSE,"rename_in_place"
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_program_summary_microglia_signa","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_program_summary_microglia_signa.csv","","csv","analysis/publication_source_data/build_supplementary_tables.R","staging manifest source=results/tables/04_differential_expression_enrichment/biological_program_summary/neuron_soma/program_summary_microglia_signature_annotated.csv; reconstruction from results/tables/04_differential_expression_enrichment/biological_program_summary/neuron_soma/program_summary_microglia_signature_annotated.csv agrees","6c90888f11756795d89abd2bcfb61ac1b44eeb60ee6cc37b014f1b9cea83f9db",98711,FALSE,FALSE,"rename_in_place"
"pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_program_summary_neuropil_annota","pride_submission/supplementary_tables/results_tables_04_differential_expression_enrichment_neuron_soma_program_summary_neuropil_annota.csv","","csv","analysis/publication_source_data/build_supplementary_tables.R","staging manifest source=results/tables/04_differential_expression_enrichment/biological_program_summary/neuron_soma/program_summary_neuropil_annotated.csv; reconstruction from results/tables/04_differential_expression_enrichment/biological_program_summary/neuron_soma/program_summary_neuropil_annotated.csv agrees","33c13b92e76e1f75df0a799aaeec2537f2c0865e200f0f3f532f05ee9eeb5b31",98700,FALSE,FALSE,"rename_in_place"
