"consumer_file","line_start","artifact_family","dataset_scope","artifact","old_resolved_path","new_resolved_path_today","same_path","runtime_composed_filename","normalized_exists","historical_exists","adjudication"
"analysis/integration/summarize_module_cross_compartment.R",52,"module_annotation","microglia","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/integration/summarize_module_cross_compartment.R",53,"module_annotation","neuron_neuropil","WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_supermodule_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/integration/summarize_module_cross_compartment.R",53,"module_annotation","neuron_soma","WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_supermodule_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/integration/summarize_module_cross_compartment.R",53,"module_annotation","microglia","WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_supermodule_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/publication_source_data/build_biological_claims_table.R",1499,"module_annotation","neuron_neuropil","WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_supermodule_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/publication_source_data/build_biological_claims_table.R",1499,"module_annotation","neuron_soma","WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_supermodule_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/publication_source_data/build_biological_claims_table.R",1499,"module_annotation","microglia","WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_supermodule_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/adjudicate_module_labels.R",68,"module_annotation","neuron_neuropil","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/adjudicate_module_labels.R",68,"module_annotation","neuron_soma","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/adjudicate_module_labels.R",68,"module_annotation","microglia","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/audit_module_label_coherence.R",89,"module_annotation","neuron_neuropil","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/audit_module_label_coherence.R",89,"module_annotation","neuron_soma","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/audit_module_label_coherence.R",89,"module_annotation","microglia","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/render_microglia_independence_figures.R",52,"module_annotation","neuron_neuropil","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/render_microglia_independence_figures.R",52,"module_annotation","neuron_soma","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/render_microglia_independence_figures.R",52,"module_annotation","microglia","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_microglia_roi_specificity.R",61,"module_annotation","neuron_neuropil","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_microglia_roi_specificity.R",61,"module_annotation","neuron_soma","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_microglia_roi_specificity.R",61,"module_annotation","microglia","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_microglia_roi_specificity.R",62,"module_annotation","neuron_neuropil","WGCNA_module_targeted_signature_overlap_details.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_targeted_signature_overlap_details.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_targeted_signature_overlap_details.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_microglia_roi_specificity.R",62,"module_annotation","neuron_soma","WGCNA_module_targeted_signature_overlap_details.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_targeted_signature_overlap_details.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_targeted_signature_overlap_details.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_microglia_roi_specificity.R",62,"module_annotation","microglia","WGCNA_module_targeted_signature_overlap_details.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_targeted_signature_overlap_details.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_targeted_signature_overlap_details.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_module_complex_architecture.R",32,"module_annotation","neuron_neuropil","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_module_complex_architecture.R",32,"module_annotation","neuron_soma","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_module_complex_architecture.R",32,"module_annotation","microglia","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_module_interpretation.R",1399,"module_annotation","neuron_neuropil","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_module_interpretation.R",1399,"module_annotation","neuron_soma","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_module_interpretation.R",1399,"module_annotation","microglia","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_module_interpretation.R",1400,"module_annotation","neuron_neuropil","WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_supermodule_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_module_interpretation.R",1400,"module_annotation","neuron_soma","WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_supermodule_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_module_interpretation.R",1400,"module_annotation","microglia","WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_supermodule_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_module_interpretation.R",2210,"module_annotation","neuron_neuropil","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_module_interpretation.R",2210,"module_annotation","neuron_soma","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_module_interpretation.R",2210,"module_annotation","microglia","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_module_interpretation.R",2211,"module_annotation","neuron_neuropil","WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_supermodule_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_module_interpretation.R",2211,"module_annotation","neuron_soma","WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_supermodule_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_module_interpretation.R",2211,"module_annotation","microglia","WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_supermodule_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_module_interpretation.R",2373,"module_annotation","neuron_neuropil","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_module_interpretation.R",2373,"module_annotation","neuron_soma","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_module_interpretation.R",2373,"module_annotation","microglia","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_module_interpretation.R",2374,"module_annotation","neuron_neuropil","WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_supermodule_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_module_interpretation.R",2374,"module_annotation","neuron_soma","WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_supermodule_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/summarize_module_interpretation.R",2374,"module_annotation","microglia","WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_supermodule_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_supermodule_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/test_microglia_neuropil_independence.R",791,"module_annotation","neuron_neuropil","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/test_microglia_neuropil_independence.R",791,"module_annotation","neuron_soma","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/test_microglia_neuropil_independence.R",791,"module_annotation","microglia","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"R/statistics/evidence_bundle_utils.R",411,"module_annotation","neuron_neuropil","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"R/statistics/evidence_bundle_utils.R",411,"module_annotation","neuron_soma","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"R/statistics/evidence_bundle_utils.R",411,"module_annotation","microglia","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"R/statistics/evidence_bundle_utils.R",599,"module_annotation","neuron_neuropil","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"R/statistics/evidence_bundle_utils.R",599,"module_annotation","neuron_soma","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"R/statistics/evidence_bundle_utils.R",599,"module_annotation","microglia","WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_biological_annotation.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_biological_annotation.csv",TRUE,FALSE,FALSE,TRUE,NA
"R/statistics/evidence_bundle_utils.R",600,"module_annotation","neuron_neuropil","WGCNA_module_targeted_signature_overlap_details.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_targeted_signature_overlap_details.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_neuropil/WGCNA_module_targeted_signature_overlap_details.csv",TRUE,FALSE,FALSE,TRUE,NA
"R/statistics/evidence_bundle_utils.R",600,"module_annotation","neuron_soma","WGCNA_module_targeted_signature_overlap_details.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_targeted_signature_overlap_details.csv","results/tables/06_modules_WGCNA/module_annotation/neuron_soma/WGCNA_module_targeted_signature_overlap_details.csv",TRUE,FALSE,FALSE,TRUE,NA
"R/statistics/evidence_bundle_utils.R",600,"module_annotation","microglia","WGCNA_module_targeted_signature_overlap_details.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_targeted_signature_overlap_details.csv","results/tables/06_modules_WGCNA/module_annotation/microglia/WGCNA_module_targeted_signature_overlap_details.csv",TRUE,FALSE,FALSE,TRUE,NA
"audits/wgcna/proteomics_wgcna_downstream_audit.R",93,"claim_readiness","neuron_neuropil","WGCNA_entity_claim_readiness.csv","results/tables/06_modules_WGCNA/claim_readiness/neuron_neuropil/WGCNA_entity_claim_readiness.csv","results/wgcna/audit_module_claim_readiness/neuron_neuropil/tables/WGCNA_entity_claim_readiness.csv",NA,FALSE,FALSE,FALSE,"NO_OBJECT_TO_RESOLVE_consumer_guards_on_file_exists"
"audits/wgcna/proteomics_wgcna_downstream_audit.R",93,"claim_readiness","neuron_soma","WGCNA_entity_claim_readiness.csv","results/tables/06_modules_WGCNA/claim_readiness/neuron_soma/WGCNA_entity_claim_readiness.csv","results/wgcna/audit_module_claim_readiness/neuron_soma/tables/WGCNA_entity_claim_readiness.csv",NA,FALSE,FALSE,FALSE,"NO_OBJECT_TO_RESOLVE_consumer_guards_on_file_exists"
"audits/wgcna/proteomics_wgcna_downstream_audit.R",93,"claim_readiness","microglia","WGCNA_entity_claim_readiness.csv","results/tables/06_modules_WGCNA/claim_readiness/microglia/WGCNA_entity_claim_readiness.csv","results/tables/06_modules_WGCNA/claim_readiness/microglia/WGCNA_entity_claim_readiness.csv",TRUE,FALSE,FALSE,TRUE,NA
"R/statistics/wgcna_identity_contract_utils.R",960,"claim_readiness","neuron_neuropil","WGCNA_entity_claim_readiness.csv","results/tables/06_modules_WGCNA/claim_readiness/neuron_neuropil/WGCNA_entity_claim_readiness.csv","results/wgcna/audit_module_claim_readiness/neuron_neuropil/tables/WGCNA_entity_claim_readiness.csv",NA,FALSE,FALSE,FALSE,"NO_OBJECT_TO_RESOLVE_consumer_guards_on_file_exists"
"R/statistics/wgcna_identity_contract_utils.R",960,"claim_readiness","neuron_soma","WGCNA_entity_claim_readiness.csv","results/tables/06_modules_WGCNA/claim_readiness/neuron_soma/WGCNA_entity_claim_readiness.csv","results/wgcna/audit_module_claim_readiness/neuron_soma/tables/WGCNA_entity_claim_readiness.csv",NA,FALSE,FALSE,FALSE,"NO_OBJECT_TO_RESOLVE_consumer_guards_on_file_exists"
"R/statistics/wgcna_identity_contract_utils.R",960,"claim_readiness","microglia","WGCNA_entity_claim_readiness.csv","results/tables/06_modules_WGCNA/claim_readiness/microglia/WGCNA_entity_claim_readiness.csv","results/tables/06_modules_WGCNA/claim_readiness/microglia/WGCNA_entity_claim_readiness.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/render_microglia_module_figures.R",32,"group_effects","neuron_neuropil","all_supermodule_eigengene_group_values.csv","results/tables/06_modules_WGCNA/group_effects/neuron_neuropil/all_supermodule_eigengene_group_values.csv","results/tables/06_modules_WGCNA/group_effects/neuron_neuropil/all_supermodule_eigengene_group_values.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/render_microglia_module_figures.R",32,"group_effects","neuron_soma","all_supermodule_eigengene_group_values.csv","results/tables/06_modules_WGCNA/group_effects/neuron_soma/all_supermodule_eigengene_group_values.csv","results/tables/06_modules_WGCNA/group_effects/neuron_soma/all_supermodule_eigengene_group_values.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/render_microglia_module_figures.R",32,"group_effects","microglia","all_supermodule_eigengene_group_values.csv","results/tables/06_modules_WGCNA/group_effects/microglia/all_supermodule_eigengene_group_values.csv","results/tables/06_modules_WGCNA/group_effects/microglia/all_supermodule_eigengene_group_values.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/render_microglia_module_figures.R",36,"group_effects","neuron_neuropil","supermodule_pca_member_loadings.csv","results/tables/06_modules_WGCNA/group_effects/neuron_neuropil/supermodule_pca_member_loadings.csv","results/tables/06_modules_WGCNA/group_effects/neuron_neuropil/supermodule_pca_member_loadings.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/render_microglia_module_figures.R",36,"group_effects","neuron_soma","supermodule_pca_member_loadings.csv","results/tables/06_modules_WGCNA/group_effects/neuron_soma/supermodule_pca_member_loadings.csv","results/tables/06_modules_WGCNA/group_effects/neuron_soma/supermodule_pca_member_loadings.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/wgcna/render_microglia_module_figures.R",36,"group_effects","microglia","supermodule_pca_member_loadings.csv","results/tables/06_modules_WGCNA/group_effects/microglia/supermodule_pca_member_loadings.csv","results/tables/06_modules_WGCNA/group_effects/microglia/supermodule_pca_member_loadings.csv",TRUE,FALSE,FALSE,TRUE,NA
"R/statistics/wgcna_identity_contract_utils.R",880,"group_effects","neuron_neuropil","module_group_effects.csv","results/tables/06_modules_WGCNA/group_effects/neuron_neuropil/module_group_effects.csv","results/tables/06_modules_WGCNA/group_effects/neuron_neuropil/module_group_effects.csv",TRUE,FALSE,FALSE,TRUE,NA
"R/statistics/wgcna_identity_contract_utils.R",880,"group_effects","neuron_soma","module_group_effects.csv","results/tables/06_modules_WGCNA/group_effects/neuron_soma/module_group_effects.csv","results/tables/06_modules_WGCNA/group_effects/neuron_soma/module_group_effects.csv",TRUE,FALSE,FALSE,TRUE,NA
"R/statistics/wgcna_identity_contract_utils.R",880,"group_effects","microglia","module_group_effects.csv","results/tables/06_modules_WGCNA/group_effects/microglia/module_group_effects.csv","results/tables/06_modules_WGCNA/group_effects/microglia/module_group_effects.csv",TRUE,FALSE,FALSE,TRUE,NA
"R/statistics/wgcna_identity_contract_utils.R",888,"group_effects","neuron_neuropil","supermodule_group_effects.csv","results/tables/06_modules_WGCNA/group_effects/neuron_neuropil/supermodule_group_effects.csv","results/tables/06_modules_WGCNA/group_effects/neuron_neuropil/supermodule_group_effects.csv",TRUE,FALSE,FALSE,TRUE,NA
"R/statistics/wgcna_identity_contract_utils.R",888,"group_effects","neuron_soma","supermodule_group_effects.csv","results/tables/06_modules_WGCNA/group_effects/neuron_soma/supermodule_group_effects.csv","results/tables/06_modules_WGCNA/group_effects/neuron_soma/supermodule_group_effects.csv",TRUE,FALSE,FALSE,TRUE,NA
"R/statistics/wgcna_identity_contract_utils.R",888,"group_effects","microglia","supermodule_group_effects.csv","results/tables/06_modules_WGCNA/group_effects/microglia/supermodule_group_effects.csv","results/tables/06_modules_WGCNA/group_effects/microglia/supermodule_group_effects.csv",TRUE,FALSE,FALSE,TRUE,NA
"R/statistics/wgcna_identity_contract_utils.R",896,"group_effects","neuron_neuropil","supermodule_composition.csv","results/tables/06_modules_WGCNA/group_effects/neuron_neuropil/supermodule_composition.csv","results/tables/06_modules_WGCNA/group_effects/neuron_neuropil/supermodule_composition.csv",TRUE,FALSE,FALSE,TRUE,NA
"R/statistics/wgcna_identity_contract_utils.R",896,"group_effects","neuron_soma","supermodule_composition.csv","results/tables/06_modules_WGCNA/group_effects/neuron_soma/supermodule_composition.csv","results/tables/06_modules_WGCNA/group_effects/neuron_soma/supermodule_composition.csv",TRUE,FALSE,FALSE,TRUE,NA
"R/statistics/wgcna_identity_contract_utils.R",896,"group_effects","microglia","supermodule_composition.csv","results/tables/06_modules_WGCNA/group_effects/microglia/supermodule_composition.csv","results/tables/06_modules_WGCNA/group_effects/microglia/supermodule_composition.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/integration/build_candidate_protein_shortlist.R",84,"interpretable_summary","neuron_neuropil","WGCNA_inferential_handoff.csv","results/tables/06_modules_WGCNA/interpretable_summary/neuron_neuropil/WGCNA_inferential_handoff.csv","results/tables/06_modules_WGCNA/interpretable_summary/neuron_neuropil/WGCNA_inferential_handoff.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/integration/build_candidate_protein_shortlist.R",84,"interpretable_summary","neuron_soma","WGCNA_inferential_handoff.csv","results/tables/06_modules_WGCNA/interpretable_summary/neuron_soma/WGCNA_inferential_handoff.csv","results/tables/06_modules_WGCNA/interpretable_summary/neuron_soma/WGCNA_inferential_handoff.csv",TRUE,FALSE,FALSE,TRUE,NA
"analysis/integration/build_candidate_protein_shortlist.R",84,"interpretable_summary","microglia","WGCNA_inferential_handoff.csv","results/tables/06_modules_WGCNA/interpretable_summary/microglia/WGCNA_inferential_handoff.csv","results/tables/06_modules_WGCNA/interpretable_summary/microglia/WGCNA_inferential_handoff.csv",TRUE,FALSE,FALSE,TRUE,NA
